,Word,Lemma,POS,Case,Number,Person,Tense,Mood,Voice,Form-Lemma Difference,Subtokens,Subtoken IDs,Subtoken Start Index,Subtoken End Index,Target Class,BERT Subtokenized Sentence,Sentence
17007,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,"the and ##aman sea is a major con ##du ##it for this traffic , and the 57 ##2 large and small islands that constitute the and ##aman and nico ##bar group are a natural transit base .","The Andaman Sea is a major conduit for this traffic , and the 572 large and small islands that constitute the Andaman and Nicobar group are a natural transit base ."
17100,ones,one,NOUN,,Plur,,,,,1,['ones'],[3924],20,20,Plural Noun,"since the "" sea tigers "" of the lt ##te , better known as the tamil tigers , are the ones who rule the and ##aman sea : they carry the arms and drugs for their own use and also to deliver to rebels in ace ##h and all along the east coast of africa .","Since the "" Sea Tigers "" of the LTTE , better known as the Tamil Tigers , are the ones who rule the Andaman Sea : they carry the arms and drugs for their own use and also to deliver to rebels in Aceh and all along the east coast of Africa ."
17418,skills,skill,NOUN,,Plur,,,,,1,['skills'],[4813],7,7,Plural Noun,"as most of them have few technical skills , and the and ##aman ##s have little demand for them in any case , they turn to smuggling and other unlawful activities .","As most of them have few technical skills , and the Andamans have little demand for them in any case , they turn to smuggling and other unlawful activities ."
17568,islands,island,NOUN,,Plur,,,,,1,['islands'],[3470],1,1,Plural Noun,"these islands sit aside the vital sea lanes of the strait of malacca , through which 300 tanker ##s and merchant ships pass daily , bringing in oil for the far east and southeast asia .","These islands sit aside the vital sea lanes of the Strait of Malacca , through which 300 tankers and merchant ships pass daily , bringing in oil for the Far East and Southeast Asia ."
17638,mid-1980s,mid-1980,NOUN,,Plur,,,,,1,"['mid', '-', '1980s']","[3054, 1011, 3865]",14,16,Plural Noun,"this formidable enemy , which gave the indian army a black eye in the mid - 1980s , has been operating in northeastern india and in the and ##aman sea for a long time .","This formidable enemy , which gave the Indian army a black eye in the mid-1980s , has been operating in northeastern India and in the Andaman Sea for a long time ."
17766,authorities,authority,NOUN,,Plur,,,,,2,['authorities'],[4614],14,14,Plural Noun,a sri lanka - born tamil with a norwegian passport was arrested by thai authorities in 2000 for his links with the lt ##te .,A Sri Lanka - born Tamil with a Norwegian passport was arrested by Thai authorities in 2000 for his links with the LTTE .
17790,writes,write,VERB,,Sing,3,Pres,,,1,['writes'],[7009],5,5,Third-Person Present Tense Verb,ram ##tan ##u mai ##tra writes for a number of international journals and is a regular contributor to the washington - based e ##ir and the new delhi - based indian defense review .,Ramtanu Maitra writes for a number of international journals and is a regular contributor to the Washington - based EIR and the New Delhi - based Indian Defense Review .
17880,writes,write,VERB,,Sing,3,Pres,,,1,['writes'],[7009],2,2,Third-Person Present Tense Verb,"he also writes for aa ##kr ##osh , india ' s defense - tied quarterly journal .","He also writes for Aakrosh , India 's defense - tied quarterly journal ."
17894,elections,election,NOUN,,Plur,,,,,1,['elections'],[3864],2,2,Plural Noun,"“ the elections should be a re ##ass ##urance to all our neighbours that a stable afghanistan , a peaceful afghanistan is good for all .","“ The elections should be a reassurance to all our neighbours that a stable Afghanistan , a peaceful Afghanistan is good for all ."
17966,days,day,NOUN,,Plur,,,,,1,['days'],[2420],2,2,Plural Noun,also several days before the elections pakistan closed the border crossing point at cha ##man in bal ##uchi ##stan which is a key entry point for the taliban into afghanistan .,Also several days before the elections Pakistan closed the border crossing point at Chaman in Baluchistan which is a key entry point for the Taliban into Afghanistan .
18078,elections,election,NOUN,,Plur,,,,,1,['elections'],[3864],9,9,Plural Noun,"with president ka ##rza ##i certain to win the elections and the demo ##tion of key former northern alliance figures such as general fa ##him and warlord ismail khan , there is now little reason for moderate taliban leaders to fear rep ##ris ##als from former northern alliance figures if they return home .","With President Karzai certain to win the elections and the demotion of key former Northern Alliance figures such as General Fahim and warlord Ismail Khan , there is now little reason for moderate Taliban leaders to fear reprisals from former Northern Alliance figures if they return home ."
18414,for,for,ADP,,,,,,,0,['for'],[2005],7,7,Causal-Final Case,their removal should also provide increased motivation for pakistan to help the return of moderate taliban .,Their removal should also provide increased motivation for Pakistan to help the return of moderate Taliban .
18499,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,"so far what they have done together has been good for us and that ’ s how we would like to keep it ’ ’ , says ka ##rza ##i .","So far what they have done together has been good for us and that ’s how we would like to keep it ’’ , says Karzai ."
18715,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,many taliban living in afghanistan voted for president ka ##rza ##i .,Many Taliban living in Afghanistan voted for President Karzai .
18735,women,woman,NOUN,,Plur,,,,,0,['women'],[2308],23,23,Plural Noun,"his explosive temper probably provoked the disastrous siege of fall ##uj ##ah last spring , killing 600 iraqi ##s , most of them women and children , in revenge for the deaths of 4 civilian mercenaries , one of them a south african .","His explosive temper probably provoked the disastrous siege of Fallujah last spring , killing 600 Iraqis , most of them women and children , in revenge for the deaths of 4 civilian mercenaries , one of them a South African ."
18858,for,for,ADP,,,,,,,0,['for'],[2005],1,1,Causal-Final Case,"even for those who later abs ##tain , "" visual - spatial abilities , abstraction , problem solving , and short - term memory , are the slow ##est to recover . ""","Even for those who later abstain , "" visual - spatial abilities , abstraction , problem solving , and short - term memory , are the slowest to recover . """
19013,for,for,ADP,,,,,,,0,['for'],[2005],7,7,Causal-Final Case,president bush has always said that working for b ##lou ##nt was the reason he transferred to the alabama air national guard .,President Bush has always said that working for Blount was the reason he transferred to the Alabama Air National Guard .
19097,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,"good ##wyn : the candidate mr . bush was working for , red b ##lou ##nt , had gotten rich in alabama in the construction business .","GOODWYN : The candidate Mr. Bush was working for , Red Blount , had gotten rich in Alabama in the construction business ."
19212,stories,story,NOUN,,Plur,,,,,2,['stories'],[3441],14,14,Plural Noun,"good ##wyn : according to archibald , mr . bush would also sometimes tell stories about his days at yale in new haven , and how whenever he got pulled over for erratic driving , he was let go after the officers discovered he was the grandson of a connecticut us senator .","GOODWYN : According to Archibald , Mr. Bush would also sometimes tell stories about his days at Yale in New Haven , and how whenever he got pulled over for erratic driving , he was let go after the officers discovered he was the grandson of a Connecticut US senator ."
19671,Orders,order,NOUN,,Plur,,,,,1,['orders'],[4449],0,0,Plural Noun,orders for the deal to go ahead were given by the us department of defense .,Orders for the deal to go ahead were given by the US Department of Defense .
19735,for,for,ADP,,,,,,,0,['for'],[2005],17,17,Causal-Final Case,"and the moldova ##n airline used to transport the shipment was blasted by the un in 2003 for smuggling arms to liberia , human rights group amnesty has discovered .","And the Moldovan airline used to transport the shipment was blasted by the UN in 2003 for smuggling arms to Liberia , human rights group Amnesty has discovered ."
19938,follows,follow,VERB,,Sing,3,Pres,,,1,['follows'],[4076],1,1,Third-Person Present Tense Verb,it follows a separate probe claiming that thousands of guns meant for iraq ' s police and army instead went to al - qaeda .,It follows a separate probe claiming that thousands of guns meant for Iraq 's police and army instead went to al - Qaeda .
20010,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",10,11,Genitive Case,"amnesty chief spokesman mike blake ##more said : "" it ' s unbelievable that no one can account for 200 , 000 assault rifles .","Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that no one can account for 200,000 assault rifles ."
20094,forces,force,NOUN,,Plur,,,,,1,['forces'],[2749],2,2,Plural Noun,"a coalition forces spokesman confirmed they had not received "" any weapons from bosnia "" and added they were "" not aware of any purchases for iraq from bosnia "" .","A coalition forces spokesman confirmed they had not received "" any weapons from Bosnia "" and added they were "" not aware of any purchases for Iraq from Bosnia "" ."
20311,for,for,SCONJ,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,""" he left a message for everyone to see . . . maybe to god himself . """,""" He left a message for everyone to see ... maybe to God himself . """
20343,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",6,7,Genitive Case,"after the sentencing one of robinson ' s tear ##ful supporters "" turned to claudia ve ##rce ##llo ##tti , a local leader of the survivors network for those abused by priests [ snap ] , who had helped re ##open the case , and told her , ' i hope you rot in hell ! ' ""","After the sentencing one of Robinson 's tearful supporters "" turned to Claudia Vercellotti , a local leader of the Survivors Network for Those Abused by Priests [ SNAP ] , who had helped reopen the case , and told her , ' I hope you rot in hell ! ' """
20863,lots,lot,NOUN,,Plur,,,,,1,['lots'],[7167],0,0,Plural Noun,lots of important stories out there today jeff . . . . thank god and a few good souls for that conviction .,lots of important stories out there today jeff .... thank god and a few good souls for that conviction .
20883,girls,girl,NOUN,,Plur,,,,,1,['girls'],[3057],16,16,Plural Noun,"specifically , jeff ##s is charged in utah and arizona with sexual assault of under ##age girls and with arranging "" spiritual "" marriages for girls and older men .","Specifically , Jeffs is charged in Utah and Arizona with sexual assault of underage girls and with arranging "" spiritual "" marriages for girls and older men ."
21023,people,people,NOUN,,Plur,,,,,0,['people'],[2111],10,10,Plural Noun,i read of a case not long ago when some people were trying to get a poly ##gam ##ous judge taken off the bench for not obey ##ing state law .,I read of a case not long ago when some people were trying to get a polygamous judge taken off the bench for not obeying state law .
21219,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,look up fu ##mara ##se deficiency for more info .,look up fumarase deficiency for more info .
21227,for,for,ADP,,,,,,,0,['for'],[2005],4,4,Causal-Final Case,"no one was charged for forced marriage , only the beating .","no one was charged for forced marriage , only the beating ."
21263,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,i suppose that it ' s damn lucky for the go ##p that she is populated with gu ##lli ##ble idiots .,I suppose that it 's damn lucky for the GOP that she is populated with gullible idiots .
21353,channels,channel,NOUN,,Plur,,,,,1,['channels'],[6833],8,8,Plural Noun,"the pentagon is bypass ##ing official us intelligence channels and turning to a dangerous and un ##ru ##ly cast of characters in order to create strife in iran in preparation for any possible attack , former and current intelligence officials say . . .","The Pentagon is bypassing official US intelligence channels and turning to a dangerous and unruly cast of characters in order to create strife in Iran in preparation for any possible attack , former and current intelligence officials say ..."
21587,girls,girl,NOUN,,Plur,,,,,1,['girls'],[3057],22,22,Plural Noun,"though ' ' decided ' ' is probably not the right word , since from the day they were born , these girls and boys were not taught to think for themselves but to blindly follow their leaders .","Though '' decided '' is probably not the right word , since from the day they were born , these girls and boys were not taught to think for themselves but to blindly follow their leaders ."
21846,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,"af ##sha ##ri , who was posted in germany and was responsible for receiving mu ##jah ##ede ##en children during the gulf war , said that when the german government tried to absorb mu ##jah ##ede ##en children into their education system , the mu ##jah ##ede ##en refused .","Afshari , who was posted in Germany and was responsible for receiving Mujahedeen children during the gulf war , said that when the German government tried to absorb Mujahedeen children into their education system , the Mujahedeen refused ."
22197,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,the wikipedia entry for aero ##com is just a stu ##b . . waiting for someone to put some information into it . . . .,The wikipedia entry for Aerocom is just a stub .. waiting for someone to put some information into it ....
22277,for,for,ADP,,,,,,,0,['for'],[2005],17,17,Causal-Final Case,the kevin co ##ogan publication posted on the previous thread might serve as a good launching point for further discussion .,The Kevin Coogan publication posted on the previous thread might serve as a good launching point for further discussion .
22357,for,for,ADP,,,,,,,0,['for'],[2005],1,1,Causal-Final Case,"and for ' smart ##wo ##lf ' above , think about the inversion principle being employed .","And for ' Smartwolf ' above , think about the inversion principle being employed ."
22402,for,for,ADP,,,,,,,0,['for'],[2005],15,15,Causal-Final Case,"they want to be identified as ' christians ' , and i fully suspect that for some of them , the motivation behind their sub ##ter ##fu ##ge is more than mere political advantage , and has a lot more to do with the black magician ' s practice of the inversion principle .","They want to be identified as ' Christians ' , and I fully suspect that for some of them , the motivation behind their subterfuge is more than mere political advantage , and has a lot more to do with the black magician 's practice of the inversion principle ."
22802,for,for,ADP,,,,,,,0,['for'],[2005],7,7,Causal-Final Case,"see them as they are , not for what they claim to be .","See them as they are , not for what they claim to be ."
22844,movements,movement,NOUN,,Plur,,,,,1,['movements'],[5750],7,7,Plural Noun,almost all of the avant guard art movements of the early 20th century ( except for italian fu ##tur ##ism ) were labeled ' de ##gen ##erate ' by the national socialists .,Almost all of the avant guard art movements of the early 20th Century ( except for Italian Futurism ) were labeled ' degenerate ' by the National Socialists .
22931,kg,kg,NOUN,,Plur,,,,,0,['kg'],[4705],1,1,Plural Noun,"5 kg per gun , 200 , 000 guns means 1000 tonnes , impossible for 4 containers .","5 kg per gun , 200,000 guns means 1000 tonnes , impossible for 4 containers ."
22947,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,"they have been acc ##um ##ulating for years , and basically give the president to si ##ez ##e the government whenever he feels like it .","They have been accumulating for years , and basically give the president to sieze the government whenever he feels like it ."
23079,for,for,ADP,,,,,,,0,['for'],[2005],26,26,Causal-Final Case,"my perspective is entirely based on what i see , on what i read and on the fact that my family has lived in this region for almost 200 years .","My perspective is entirely based on what I see , on what I read and on the fact that my family has lived in this region for almost 200 years ."
23265,for,for,ADP,,,,,,,0,['for'],[2005],44,44,Causal-Final Case,"the root of the trouble is that this entire mo ##sle ##m region is totally dysfunction ##al , by any standard of the word , and would have been so even if israel had joined the arab league and an independent palestine had existed for 100 years .","The root of the trouble is that this entire Moslem region is totally dysfunctional , by any standard of the word , and would have been so even if Israel had joined the Arab league and an independent Palestine had existed for 100 years ."
23625,creates,create,VERB,,Sing,3,Pres,,,1,['creates'],[9005],7,7,Third-Person Present Tense Verb,"it is fair to say that this creates an unprecedented breeding ground for cruel dictator ##s , terror networks , fan ##atic ##ism , inc ##ite ##ment , suicide murders and general decline .","It is fair to say that this creates an unprecedented breeding ground for cruel dictators , terror networks , fanaticism , incitement , suicide murders and general decline ."
23799,media,medium,NOUN,,Plur,,,,,-1,['media'],[2865],9,9,Plural Noun,"one such murder , with the help of hysterical media coverage , can destroy the tourism industry of a country for quite a while , as it did in bali and in turkey .","One such murder , with the help of hysterical media coverage , can destroy the tourism industry of a country for quite a while , as it did in Bali and in Turkey ."
23969,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,we may arrange for the best airport security in the world .,We may arrange for the best airport security in the world .
23981,terrorists,terrorist,NOUN,,Plur,,,,,1,['terrorists'],[15554],20,20,Plural Noun,"a suicide murder is simply a horrible , vicious weapon of cruel , inhuman , cynical , well - funded terrorists , with no regard to human life , including the life of their fellow country ##men , but with very high regard to their own affluent well - being and their hunger for power .","A suicide murder is simply a horrible , vicious weapon of cruel , inhuman , cynical , well - funded terrorists , with no regard to human life , including the life of their fellow countrymen , but with very high regard to their own affluent well - being and their hunger for power ."
24256,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,they provide an emotional infrastructure for atrocities .,They provide an emotional infrastructure for atrocities .
24264,funds,fund,VERB,,Sing,3,Pres,,,1,['funds'],[5029],2,2,Third-Person Present Tense Verb,"the money funds their travel , explosives , hideout ##s and permanent search for soft vulnerable targets .","The money funds their travel , explosives , hideouts and permanent search for soft vulnerable targets ."
24298,leads,lead,VERB,,Sing,3,Pres,,,1,['leads'],[5260],6,6,Third-Person Present Tense Verb,"it is also that circle that leads the way in blaming everybody outside the mo ##sle ##m world , for the mis ##eries of the region .","It is also that circle that leads the way in blaming everybody outside the Moslem world , for the miseries of the region ."
24370,lives,live,VERB,,Sing,3,Pres,,,1,['lives'],[3268],6,6,Third-Person Present Tense Verb,"mrs . ara ##fat , who lives in paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt palestinian authority , while a typical local ring ##leader of the al - ak ##sa brigade , reporting to ara ##fat , receives only a cash payment of a couple of hundred dollars , for performing murders at the retail level .","Mrs. Arafat , who lives in Paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt Palestinian Authority , while a typical local ringleader of the Al - Aksa brigade , reporting to Arafat , receives only a cash payment of a couple of hundred dollars , for performing murders at the retail level ."
24804,habits,habit,NOUN,,Plur,,,,,1,['habits'],[14243],6,6,Plural Noun,"there are naive old - fashioned habits such as respecting religious sites and symbols , not using ambulance ##s and hospitals for acts of war , avoiding the mu ##tila ##tion of dead bodies and not using children as human shields or human bombs .","There are naive old - fashioned habits such as respecting religious sites and symbols , not using ambulances and hospitals for acts of war , avoiding the mutilation of dead bodies and not using children as human shields or human bombs ."
25056,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,"should there be death penalty , for deliberate multiple murders ?","Should there be death penalty , for deliberate multiple murders ?"
25078,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,"suppose , for the sake of discussion , that someone would openly stay in a well - known address in te ##her ##an , hosted by the iranian government and financed by it , executing one at ##rocity after another in spain or in france , killing hundreds of innocent people , accepting responsibility for the crimes , promising in public tv interviews to do more of the same , while the government of iran issues public condemnation ##s of his acts but continues to host him , invite him to official functions and treat him as a great dig ##ni ##tary .","Suppose , for the sake of discussion , that someone would openly stay in a well - known address in Teheran , hosted by the Iranian Government and financed by it , executing one atrocity after another in Spain or in France , killing hundreds of innocent people , accepting responsibility for the crimes , promising in public TV interviews to do more of the same , while the Government of Iran issues public condemnations of his acts but continues to host him , invite him to official functions and treat him as a great dignitary ."
26727,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,"the punishment for suicide murder should be death or arrest before the murder , not during and not after .","The punishment for suicide murder should be death or arrest before the murder , not during and not after ."
26827,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,"allow me , for a moment , to depart from my alleged role as a taxi driver and return to science .","Allow me , for a moment , to depart from my alleged role as a taxi driver and return to science ."
26893,regimes,regime,NOUN,,Plur,,,,,1,['regimes'],[25228],13,13,Plural Noun,"in order to win , it is necessary to first eliminate the terrorist regimes , so that no government in the world will serve as a safe haven for these people .","In order to win , it is necessary to first eliminate the terrorist regimes , so that no Government in the world will serve as a safe haven for these people ."
27053,elections,election,NOUN,,Plur,,,,,1,['elections'],[3864],8,8,Plural Noun,"no one will ever know whether the recent elections in spain would have yielded a different result , if not for the train bombings a few days earlier .","No one will ever know whether the recent elections in Spain would have yielded a different result , if not for the train bombings a few days earlier ."
27198,for,for,ADP,,,,,,,0,['for'],[2005],24,24,Causal-Final Case,"on the other hand , a certain transition democracy , as in jordan , may be a better temporary solution , paving the way for the real thing , perhaps in the same way that an immediate sudden democracy did not work in russia and would not have worked in china .","On the other hand , a certain transition democracy , as in Jordan , may be a better temporary solution , paving the way for the real thing , perhaps in the same way that an immediate sudden democracy did not work in Russia and would not have worked in China ."
27614,for,for,ADP,,,,,,,0,['for'],[2005],20,20,Causal-Final Case,"in early june 2003 , a central intelligence agency ( "" cia "" ) report publicly disclosed that the reason for mohammed at ##ta ' s and zac ##aria ##s mo ##uss ##ao ##ui ' s inquiries into crop ##dust ##ers was for the contemplated use in di ##sper ##sing biological agents such as ant ##hra ##x .","In early June 2003 , a Central Intelligence Agency ( "" CIA "" ) report publicly disclosed that the reason for Mohammed Atta 's and Zacarias Moussaoui 's inquiries into cropdusters was for the contemplated use in dispersing biological agents such as anthrax ."
27878,plans,plan,NOUN,,Plur,,,,,1,['plans'],[3488],32,32,Plural Noun,"an early september 2003 newsweek article included a rumor by a taliban source that at a meeting in april 2003 bin laden was planning an "" unbelievable "" biological attack , the plans for which had suffered a set ##back upon the arrest of khalid sha ##ikh mohammed ( "" ks ##m "" ) .","An early September 2003 Newsweek article included a rumor by a Taliban source that at a meeting in April 2003 Bin Laden was planning an "" unbelievable "" biological attack , the plans for which had suffered a setback upon the arrest of Khalid Shaikh Mohammed ( "" KSM "" ) ."
28398,bombs,bomb,NOUN,,Plur,,,,,1,['bombs'],[9767],2,2,Plural Noun,the letter bombs were sent in connection with the detention of the blind she ##ik abd ##el rahman and those responsible for the earlier world trade center bombing in 1993 .,The letter bombs were sent in connection with the detention of the blind sheik Abdel Rahman and those responsible for the earlier World Trade Center bombing in 1993 .
28543,superiors,superior,NOUN,,Plur,,,,,1,['superiors'],[22983],20,20,Plural Noun,"zac ##aria ##s mo ##uss ##ao ##ui , never the sharpe ##st tool in the shed and thought by his superiors to be unreliable , has told the judge at his trial in a filing that he wants "" ant ##hra ##x for jew sy ##mp ##athi ##zer only . ""","Zacarias Moussaoui , never the sharpest tool in the shed and thought by his superiors to be unreliable , has told the judge at his trial in a filing that he wants "" anthrax for Jew sympathizer only . """
28863,targets,target,VERB,,Sing,3,Pres,,,1,['targets'],[7889],27,27,Third-Person Present Tense Verb,"ks ##m and ham ##bal ##i sent al - hindi ( al - brit ##ani ) , along with ja ##far the pilot , to case nyc targets for a second wave .","KSM and Hambali sent al - Hindi ( al - Britani ) , along with Jafar the Pilot , to case NYC targets for a second wave ."
28947,for,for,ADP,,,,,,,0,['for'],[2005],16,16,Causal-Final Case,the islamist had been released from egyptian prison and had known za ##wa ##hir ##i well for many years .,The islamist had been released from Egyptian prison and had known Zawahiri well for many years .
29032,weapons,weapon,NOUN,,Plur,,,,,1,['weapons'],[4255],4,4,Plural Noun,use of bio ##chemical weapons as blackmail and threatened retaliation for such detention ##s was an alternative scenario in the bo ##jin ##ka planning .,Use of biochemical weapons as blackmail and threatened retaliation for such detentions was an alternative scenario in the Bojinka planning .
29158,for,for,ADP,,,,,,,0,['for'],[2005],15,15,Causal-Final Case,"in may 2004 , patrick hughes , lieutenant general ( retired ) , assistant secretary for information analysis , homeland security department testified before the 9 / 11 commission .","In May 2004 , Patrick Hughes , Lieutenant General ( Retired ) , Assistant Secretary for Information Analysis , Homeland Security Department testified before the 9/11 Commission ."
29186,planes,plane,NOUN,,Plur,,,,,1,['planes'],[9738],21,21,Plural Noun,"the same week , the w ##tc head testified that while they had not received any briefing on the use of planes , they had taken steps to prepare for an attack using ant ##hra ##x based on intelligence that had been received .","The same week , the WTC head testified that while they had not received any briefing on the use of planes , they had taken steps to prepare for an attack using anthrax based on intelligence that had been received ."
29719,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",9,10,Genitive Case,the cia has known of za ##wa ##hir ##i ' s plans to use ant ##hra ##x for a half decade .,The CIA has known of Zawahiri 's plans to use anthrax for a half decade .
29783,for,for,ADP,,,,,,,0,['for'],[2005],20,20,Causal-Final Case,another senior al qaeda member ( a shu ##ra or policy - making council member no less ) was working for the egyptian intelligence services and he confirmed the report in a sworn lengthy confession .,Another senior Al Qaeda member ( a shura or policy - making council member no less ) was working for the Egyptian intelligence services and he confirmed the report in a sworn lengthy confession .
29958,undermines,undermine,NOUN,,Plur,,,,,1,"['undermine', '##s']","[25174, 2015]",6,7,Plural Noun,"the reported finding at dug ##way undermine ##s the argument of both the "" bomb iraq "" crowd and the liberals focused on dr . steve hat ##fi ##ll who object to us bio ##de ##fen ##se research because they view it as being useful for offensive purposes .","The reported finding at Dugway undermines the argument of both the "" bomb Iraq "" crowd and the liberals focused on Dr. Steve Hatfill who object to US biodefense research because they view it as being useful for offensive purposes ."
30286,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",25,26,Genitive Case,"zac ##aria ##s mo ##uss ##ao ##ui , who had a crop dustin ##g manual when he was arrested , stayed at su ##fa ##at ' s condom ##inium in 2000 when he was trying to arrange for flight lessons in malaysia .","Zacarias Moussaoui , who had a crop dusting manual when he was arrested , stayed at Sufaat 's condominium in 2000 when he was trying to arrange for flight lessons in Malaysia ."
30583,for,for,ADP,,,,,,,0,['for'],[2005],21,21,Causal-Final Case,"ya ##zi ##d su ##fa ##at provided mo ##uss ##ao ##ui with a letter indicating that he was a marketing representative for info ##cus technologies and allegedly provided him $ 35 , 000 .","Yazid Sufaat provided Moussaoui with a letter indicating that he was a marketing representative for Infocus Technologies and allegedly provided him $ 35,000 ."
30679,for,for,ADP,,,,,,,0,['for'],[2005],18,18,Causal-Final Case,"after 9 / 11 , ya ##zi ##d su ##fa ##at traveled to afghanistan and pakistan to work for the taliban medical brigade and to continue his work with ant ##hra ##x .","After 9/11 , Yazid Sufaat traveled to Afghanistan and Pakistan to work for the Taliban Medical Brigade and to continue his work with anthrax ."
30754,for,for,ADP,,,,,,,0,['for'],[2005],17,17,Causal-Final Case,"micro ##bio ##logist abdul q ##ado ##os khan was charged along with his son , ahmed , for harbor ##ing the fugitive ##s .","Microbiologist Abdul Qadoos Khan was charged along with his son , Ahmed , for harboring the fugitives ."
30790,receives,receive,VERB,,Sing,3,Pres,,,1,['receives'],[8267],21,21,Third-Person Present Tense Verb,"yet all you read about at the time was the arrest of the son ahmed abdul q ##ado ##os , who receives a st ##ipe ##nd from the un for being officially low - iq due to lead poisoning .","Yet all you read about at the time was the arrest of the son Ahmed Abdul Qadoos , who receives a stipend from the UN for being officially low - IQ due to lead poisoning ."
30970,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,the cia did not even allow the fbi access to ks ##m for 10 days after his arrest .,The CIA did not even allow the FBI access to KSM for 10 days after his arrest .
31042,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,the family ' s lawyer advises me that aa ##fia did not have enough money to pay for air ##fare tickets for herself and the kids and called is ##mat from the train station .,The family 's lawyer advises me that Aafia did not have enough money to pay for airfare tickets for herself and the kids and called Ismat from the train station .
31197,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],6,6,Third-Person Present Tense Verb,the united states truly no longer has time for faulty analysis or politically - based pre ##con ##ception ##s .,The United States truly no longer has time for faulty analysis or politically - based preconceptions .
31265,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,"in early june 2003 , a cia report concluded that the reason for at ##ta ' s and zac ##aria ##s mo ##uss ##ao ##ui ' s inquiries into crop ##dust ##ers was in fact for the contemplated use in di ##sper ##sing biological agents such as ant ##hra ##x .","In early June 2003 , a CIA report concluded that the reason for Atta 's and Zacarias Moussaoui 's inquiries into cropdusters was in fact for the contemplated use in dispersing biological agents such as anthrax ."
31487,scientists,scientist,NOUN,,Plur,,,,,1,['scientists'],[6529],3,3,Plural Noun,"two top iraqi scientists , code named charlie and alpha , are helping the coalition to learn more about iraqi ' s ant ##hra ##x program , according to dr . david kay , head of the iraq survey group in charge of the hunt for w ##md .","Two top Iraqi scientists , code named Charlie and Alpha , are helping the coalition to learn more about Iraqi 's anthrax program , according to Dr. David Kay , head of the Iraq survey group in charge of the hunt for WMD ."
31707,appropriations,appropriation,NOUN,,Plur,,,,,1,['appropriations'],[22713],23,23,Plural Noun,"according to a post she made on the internet , aa ##fia sid ##di ##qui expressed the same sentiment in connection with us appropriations sought in exchange for the extra ##dition of w ##tc 1993 plot ##ter ram ##zi you ##sef from pakistan .","According to a post she made on the internet , Aafia Siddiqui expressed the same sentiment in connection with US appropriations sought in exchange for the extradition of WTC 1993 plotter Ramzi Yousef from Pakistan ."
31959,leaders,leader,NOUN,,Plur,,,,,1,['leaders'],[4177],8,8,Plural Noun,"this extra ##dition and imprisonment of al qaeda leaders , along with us support for israel and the mu ##bara ##k government in egypt , remains foremost in the mind of dr . za ##wa ##hir ##i .","This extradition and imprisonment of Al Qaeda leaders , along with US support for Israel and the Mubarak government in Egypt , remains foremost in the mind of Dr. Zawahiri ."
32021,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,"a report by the center for disease control of interviews with ami employees ( as well as detailed interviews by author leonard cole ) supports the conclusion that there were not one , but two , such mail ##ings containing ant ##hra ##x .","A report by the Center for Disease Control of interviews with AMI employees ( as well as detailed interviews by author Leonard Cole ) supports the conclusion that there were not one , but two , such mailings containing anthrax ."
32308,bombs,bomb,NOUN,,Plur,,,,,1,['bombs'],[9767],2,2,Plural Noun,the letter bombs were sent in connection with the treatment of the egyptian islamist ##s imprisoned for the earlier attack on the w ##tc and a related plot .,The letter bombs were sent in connection with the treatment of the Egyptian islamists imprisoned for the earlier attack on the WTC and a related plot .
