,Word,Lemma,POS,Case,Number,Person,Tense,Mood,Voice,Form-Lemma Difference,Subtokens,Subtoken IDs,Subtoken Start Index,Subtoken End Index,Target Class,BERT Subtokenized Sentence,Sentence
14664,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",6,7,Genitive Case,it was the young tex ##an ' s job to find out what each county leader needed in the way of campaign supplies and get those supplies to them .,It was the young Texan 's job to find out what each county leader needed in the way of campaign supplies and get those supplies to them .
14860,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",12,13,Genitive Case,". . . mu ##rp ##h archibald is red b ##lou ##nt ' s nephew by marriage , and in 1972 , he was coming off a 15 - month tour in vietnam in the infantry .",". . . Murph Archibald is Red Blount 's nephew by marriage , and in 1972 , he was coming off a 15 - month tour in Vietnam in the infantry ."
15020,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,"from wednesday ' s mirror the headline , "" have 200 , 000 ak ##47 ##s fallen into the hands of iraq terrorists ? ""","From Wednesday 's Mirror the headline , "" Have 200,000 AK47s Fallen Into the Hands of Iraq Terrorists ? """
15060,follows,follow,VERB,,Sing,3,Pres,,,1,['follows'],[4076],1,1,Third-Person Present Tense Verb,it follows a separate probe claiming that thousands of guns meant for iraq ' s police and army instead went to al - qaeda .,It follows a separate probe claiming that thousands of guns meant for Iraq 's police and army instead went to al - Qaeda .
15156,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",10,11,Genitive Case,"amnesty chief spokesman mike blake ##more said : "" it ' s unbelievable that no one can account for 200 , 000 assault rifles .","Amnesty chief spokesman Mike Blakemore said : "" It 's unbelievable that no one can account for 200,000 assault rifles ."
15240,weapons,weapon,NOUN,,Plur,,,,,1,['weapons'],[4255],2,2,Plural Noun,"if these weapons have gone missing it ' s a terrifying prospect . ""","If these weapons have gone missing it 's a terrifying prospect . """
15292,'s,be,VERB,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",7,8,Third-Person Present Tense Verb,"a nato spokesman said : "" there ' s no tracking mechanism to ensure they do n ' t fall into the wrong hands .","A NATO spokesman said : "" There 's no tracking mechanism to ensure they do n't fall into the wrong hands ."
15402,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",12,13,Genitive Case,"the moldova ##n airline is aero ##com , and yes , it ' s one of victor bout ' s .","The Moldovan airline is Aerocom , and yes , it 's one of Victor Bout 's ."
15436,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,"it ' s always a bang - your - head - against - the - wall moment , reading again the play the inc ##omp ##ete ##nce theory receives , even from some of the administration ' s harsh ##est mainstream critics .","It 's always a bang - your - head - against - the - wall moment , reading again the play the incompetence theory receives , even from some of the Administration 's harshest mainstream critics ."
15658,tens,ten,NOUN,,Plur,,,,,1,['tens'],[15295],2,2,Plural Noun,"like the tens of billions of dollars that have been "" lost "" in iraq , plane ##load ##s of arms do n ' t just "" vanish "" ; not when the pentagon contracts the work to an international criminal of bout ' s unto ##uch ##able stature .","Like the tens of billions of dollars that have been "" lost "" in Iraq , planeloads of arms do n't just "" vanish "" ; not when the Pentagon contracts the work to an international criminal of Bout 's untouchable stature ."
15959,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,"but bout ' s name is n ' t likely to be mentioned in whatever coverage this story receives , before it sinks like so many others beneath the media ' s fr ##oth ##ing trivial ##ity .","But Bout 's name is n't likely to be mentioned in whatever coverage this story receives , before it sinks like so many others beneath the media 's frothing triviality ."
16207,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,"meanwhile , a decision ' s been reached in the trial of toledo priest gerald robinson .","Meanwhile , a decision 's been reached in the trial of Toledo priest Gerald Robinson ."
16287,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,and it ' s guilty :,And it 's guilty :
16292,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",12,13,Genitive Case,"the rev . gerald robinson appeared stony - faced as the jury ' s guilty verdict was read , and he blinked repeatedly and glanced at his lawyers before being led away in handcuffs .","The Rev. Gerald Robinson appeared stony - faced as the jury 's guilty verdict was read , and he blinked repeatedly and glanced at his lawyers before being led away in handcuffs ."
16523,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",6,7,Genitive Case,"after the sentencing one of robinson ' s tear ##ful supporters "" turned to claudia ve ##rce ##llo ##tti , a local leader of the survivors network for those abused by priests [ snap ] , who had helped re ##open the case , and told her , ' i hope you rot in hell ! ' ""","After the sentencing one of Robinson 's tearful supporters "" turned to Claudia Vercellotti , a local leader of the Survivors Network for Those Abused by Priests [ SNAP ] , who had helped reopen the case , and told her , ' I hope you rot in hell ! ' """
17043,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,from snap ' s statement on the robinson conviction :,From SNAP 's statement on the Robinson conviction :
17061,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,that ' s still the domain of those who do n ' t .,That 's still the domain of those who do n't .
17083,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",14,15,Genitive Case,"now , fl ##ds leader warren jeff ##s has been added to the fbi ' s list of "" ten most wanted fugitive ##s , "" a move that caps law enforcement ' s dramatic change of approach toward the poly ##gam ##ous group in recent years . . . [ because of ] the impact that the group ' s practices , law enforcement officials say , are having on the most vulnerable within the sect , particularly children and women .","Now , FLDS leader Warren Jeffs has been added to the FBI 's list of "" Ten Most Wanted Fugitives , "" a move that caps law enforcement 's dramatic change of approach toward the polygamous group in recent years ... [ because of ] the impact that the group 's practices , law enforcement officials say , are having on the most vulnerable within the sect , particularly children and women ."
17959,people,people,NOUN,,Plur,,,,,0,['people'],[2111],6,6,Plural Noun,""" the black race is the people through which the devil has always been able to bring evil unto the earth , "" jeff ##s has said as cited by the southern poverty law center ' s "" intelligence report . """,""" The black race is the people through which the devil has always been able to bring evil unto the earth , "" Jeffs has said as cited by the Southern Poverty Law Center 's "" Intelligence Report . """
18319,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",24,25,Genitive Case,"an editorial in the church - owned des ##ere ##t morning news in salt lake city earlier this year acknowledged that "" the state ' s history , a conservative belief in free choice , and an unwilling ##ness to stir up a hornet ' s nest in the national media have likely all contributed to the kid - glove approach law ##makers and law - enforcement officers have taken when dealing with poly ##gam ##ous communities . ""","An editorial in the church - owned Deseret Morning News in Salt Lake City earlier this year acknowledged that "" the state 's history , a conservative belief in free choice , and an unwillingness to stir up a hornet 's nest in the national media have likely all contributed to the kid - glove approach lawmakers and law - enforcement officers have taken when dealing with polygamous communities . """
18958,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",24,25,Genitive Case,one member actually was convicted of beating his teen daughter un ##con ##cious when she ran away from ' marriage ' to her father ' s own brother .,One member actually was convicted of beating his teen daughter unconcious when she ran away from ' marriage ' to her father 's own brother .
19088,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,it ' s a good thing too .,It 's a good thing too .
19095,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,what ' s a few dead soldiers in comparison to keeping all those defense contractors aw ##ash in all that tax cash ?,What 's a few dead soldiers in comparison to keeping all those defense contractors awash in all that tax cash ?
19158,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,i suppose that it ' s damn lucky for the go ##p that she is populated with gu ##lli ##ble idiots .,I suppose that it 's damn lucky for the GOP that she is populated with gullible idiots .
19248,kids,kid,NOUN,,Plur,,,,,1,['kids'],[4268],16,16,Plural Noun,"the raja ##vis , af ##sha ##ri went on to say , ' ' saw these kids as the next generation ' s soldiers .","The Rajavis , Afshari went on to say , '' saw these kids as the next generation 's soldiers ."
19308,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",3,4,Genitive Case,"okay , it ' s partly about strip ##pers and do ##pe .","Okay , it 's partly about strippers and dope ."
19318,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,it ' s become a guardian of morality - - not church morality ; real morality .,It 's become a guardian of morality -- not church morality ; real morality .
19382,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",3,4,Genitive Case,"what about manson ' s tee ##s bearing the message , "" kill your parents "" .","What about Manson 's tees bearing the message , "" Kill your parents "" ."
19412,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,i think the jury ' s still out on exactly who did the brain ##wash ##ing when in regard to the col ##umb ##ine killers .,I think the jury 's still out on exactly who did the brainwashing when in regard to the Columbine killers .
19517,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,that ' s it .,That 's it .
19521,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",3,4,Genitive Case,"well , it ' s not as simple and clear cut as all that .","Well , it 's not as simple and clear cut as all that ."
19535,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",5,6,Genitive Case,"michele toll ##is , fabio ' s father , began to attend metal concerts and festivals across europe , handing out leaflets and quiz ##zing fabio ' s friends .","Michele Tollis , Fabio 's father , began to attend metal concerts and festivals across Europe , handing out leaflets and quizzing Fabio 's friends ."
19639,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",19,20,Genitive Case,"during this search , michele toll ##is became convinced that satan ##ism had something to do with his son ' s disappearance .","During this search , Michele Tollis became convinced that satanism had something to do with his son 's disappearance ."
19719,for,for,ADP,,,,,,,0,['for'],[2005],15,15,Causal-Final Case,"they want to be identified as ' christians ' , and i fully suspect that for some of them , the motivation behind their sub ##ter ##fu ##ge is more than mere political advantage , and has a lot more to do with the black magician ' s practice of the inversion principle .","They want to be identified as ' Christians ' , and I fully suspect that for some of them , the motivation behind their subterfuge is more than mere political advantage , and has a lot more to do with the black magician 's practice of the inversion principle ."
20119,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,here ' s a quick overview of the en ##tar ##tet ##e kunst ( de ##gen ##erate art ) exhibit of 1937 :,Here 's a quick overview of the Entartete Kunst ( Degenerate Art ) exhibit of 1937 :
20136,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",5,6,Genitive Case,"so , enemy , what ' s your point ?","so , enemy , what 's your point ?"
20145,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,here ' s another interesting example :,Here 's another interesting example :
20151,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",12,13,Genitive Case,"( do n ' t wish to use wikipedia again , it ' s just easier than spending time looking up more obscure and detailed information . )","( Do n't wish to use Wikipedia again , it 's just easier than spending time looking up more obscure and detailed information . )"
20326,systems,system,NOUN,,Plur,,,,,1,['systems'],[3001],3,3,Plural Noun,"he blended belief systems such as shaman ##ism , christianity , buddhism , pagan ##ism , her ##met ##ici ##sm and g ##nostic ##ism and im ##bu ##ed coil ' s vast output with a magic ##kal current designed to have a functional ##ly trans ##cend ##ent effect on listeners .","He blended belief systems such as Shamanism , Christianity , Buddhism , Paganism , Hermeticism and Gnosticism and imbued Coil 's vast output with a magickal current designed to have a functionally transcendent effect on listeners ."
20548,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",7,8,Genitive Case,reporting from the town where susan polk ' s trial is going on .,Reporting from the town where Susan Polk 's trial is going on .
20600,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",11,12,Genitive Case,i went across the bay last night to attend a farmer ' s market and music event .,I went across the bay last night to attend a farmer 's market and music event .
20634,processes,process,NOUN,,Plur,,,,,2,['processes'],[6194],6,6,Plural Noun,"i like to imagine the thought processes going on in w ' s head if he were to actually read the letter , but it is hard to picture him actually reading this letter .","I like to imagine the thought processes going on in W 's head if he were to actually read the letter , but it is hard to picture him actually reading this letter ."
20974,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",6,7,Genitive Case,important ko ##s diary about bush ' s response to the gathering storm of scandals :,Important Kos Diary about bush 's response to the gathering storm of scandals :
21002,boggles,boggle,VERB,,Sing,3,Pres,,,1,"['bog', '##gles']","[22132, 17125]",1,2,Third-Person Present Tense Verb,"it bog ##gles the mind that anyone can take at face value bush ' s claims to be a christian , yet many seem to do just that .","It boggles the mind that ANYONE can take at face value Bush 's claims to be a christian , yet many seem to do just that ."
21164,guns,gun,NOUN,,Plur,,,,,1,['guns'],[4409],3,3,Plural Noun,i guess those guns will be located en ##rou ##te to venezuela or found in storage there by one of the us ' s local st ##oo ##ges and they then have a pre ##text to ramp the spin up a notch or two .,I guess those guns will be located enroute to Venezuela or found in storage there by one of the US 's local stooges and they then have a pretext to ramp the spin up a notch or two .
21476,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,it ' s a long but very worth ##while read .,It 's a long but very worthwhile read .
21485,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",7,8,Genitive Case,"there was certainly more despair in saddam ' s iraq than in paul br ##em ##mer ' s iraq , and no one exploded himself .","There was certainly more despair in Saddam 's Iraq than in Paul Bremmer 's Iraq , and no one exploded himself ."
21529,banners,banner,NOUN,,Plur,,,,,1,['banners'],[23562],6,6,Plural Noun,"a demonstration in berlin , carrying banners supporting saddam ' s regime and featuring three - year old babies dressed as suicide murderers , is defined by the press and by political leaders as a "" peace demonstration "" .","A demonstration in Berlin , carrying banners supporting Saddam 's regime and featuring three - year old babies dressed as suicide murderers , is defined by the press and by political leaders as a "" peace demonstration "" ."
21841,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",16,17,Genitive Case,za ##wa ##hir ##i and the vanguard ##s of conquest were seeking to rec ##reate mohammed ' s taking of mecca by a small band through violent attacks on egyptian leaders .,Zawahiri and the Vanguards of Conquest were seeking to recreate Mohammed 's taking of mecca by a small band through violent attacks on Egyptian leaders .
21971,for,for,ADP,,,,,,,0,['for'],[2005],20,20,Causal-Final Case,"in early june 2003 , a central intelligence agency ( "" cia "" ) report publicly disclosed that the reason for mohammed at ##ta ' s and zac ##aria ##s mo ##uss ##ao ##ui ' s inquiries into crop ##dust ##ers was for the contemplated use in di ##sper ##sing biological agents such as ant ##hra ##x .","In early June 2003 , a Central Intelligence Agency ( "" CIA "" ) report publicly disclosed that the reason for Mohammed Atta 's and Zacarias Moussaoui 's inquiries into cropdusters was for the contemplated use in dispersing biological agents such as anthrax ."
22235,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,"it ' s just no longer bureau ##cratic ##ally imp ##oli ##te to openly contest the fbi ' s ( former ) theory about a lone , american scientist .","It 's just no longer bureaucratically impolite to openly contest the FBI 's ( former ) theory about a lone , American scientist ."
22283,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",3,4,Genitive Case,""" the prophet ' s guidance , "" says michael sc ##he ##uer , an al - qaeda analyst who recently retired from the cia and once headed its bin laden unit , "" was always , before you attack someone , warn them very clearly . . . "" the ant ##hra ##x mail ##ings followed the pattern of letters they sent in january 1997 to newspaper branches in washington , d . c . and new york city , as well as symbolic targets .",""" The Prophet 's guidance , "" says Michael Scheuer , an al - Qaeda analyst who recently retired from the CIA and once headed its Bin Laden unit , "" was always , Before you attack someone , warn them very clearly ... "" The anthrax mailings followed the pattern of letters they sent in January 1997 to newspaper branches in Washington , D.C. and New York City , as well as symbolic targets ."
22967,notes,note,NOUN,,Plur,,,,,1,['notes'],[3964],2,2,Plural Noun,"hand ##written notes and files on a laptop seized upon the capture of ks ##m , al qaeda ' s # 3 , included a feasible ant ##hra ##x production plan using a spray dry ##er and addressed the recruitment of necessary expertise .","Handwritten notes and files on a laptop seized upon the capture of KSM , Al Qaeda 's # 3 , included a feasible anthrax production plan using a spray dryer and addressed the recruitment of necessary expertise ."
23271,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",26,27,Genitive Case,"what your morning paper did not tell you , however , was that the cia seized a similar disc from a ##yman za ##wa ##hir ##i ' s right - hand , ahmed sal ##ama mab ##ru ##k , 5 years earlier .","What your morning paper did not tell you , however , was that the CIA seized a similar disc from Ayman Zawahiri 's right - hand , Ahmed Salama Mabruk , 5 years earlier ."
23411,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",13,14,Genitive Case,"mab ##ru ##k , at the time , was the head of jihad ' s military operations .","Mabruk , at the time , was the head of Jihad 's military operations ."
23441,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",8,9,Genitive Case,"ks ##m explained that mo ##uss ##ao ##ui ' s inquiries about crop dust ##ers may have been related to the ant ##hra ##x work being done by us - trained bio ##chemist and al qaeda operative , malaysian ya ##zi ##d su ##fa ##at .","KSM explained that Moussaoui 's inquiries about crop dusters may have been related to the anthrax work being done by US - trained biochemist and Al Qaeda operative , Malaysian Yazid Sufaat ."
23705,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,"al qaeda ' s regional operative , ham ##bal ##i , who was at a key january 2000 meeting and supervised su ##fa ##at , has been captured .","Al Qaeda 's regional operative , Hambali , who was at a key January 2000 meeting and supervised Sufaat , has been captured ."
23849,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",22,23,Genitive Case,"but if experience is any guide , nothing would stand in the way of dr . a ##yman za ##wa ##hir ##i ' s decade - long quest to weapon ##ize and use ant ##hra ##x against us targets that was described by one con ##fi ##dant ##e to an egyptian newspaper reporter .","But if experience is any guide , nothing would stand in the way of Dr. Ayman Zawahiri 's decade - long quest to weaponize and use anthrax against US targets that was described by one confidante to an Egyptian newspaper reporter ."
24185,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",7,8,Genitive Case,""" what we know is that he ' s always said it was a religious obligation to have the same weapons as their enemies , "" former cia ob ##l unit counter terrorism chief michael sc ##he ##uer has said .",""" What we know is that he 's always said it was a religious obligation to have the same weapons as their enemies , "" former CIA OBL unit counter terrorism chief Michael Scheuer has said ."
24648,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",3,4,Genitive Case,"( khalid mohammed ' s involvement dates back to bo ##jin ##ka , as does ham ##bal ##i ' s ) .","( Khalid Mohammed 's involvement dates back to Bojinka , as does Hambali 's ) ."
24696,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",7,8,Genitive Case,"za ##wa ##hir ##i , al qaeda ' s # 2 , is head of al qaeda ' s bio ##chemical program .","Zawahiri , Al Qaeda 's # 2 , is head of Al Qaeda 's biochemical program ."
24713,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",9,10,Genitive Case,the cia has known of za ##wa ##hir ##i ' s plans to use ant ##hra ##x for a half decade .,The CIA has known of Zawahiri 's plans to use anthrax for a half decade .
24777,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",5,6,Genitive Case,even za ##wa ##hir ##i ' s attorney in 1999 said that bin laden and za ##wa ##hir ##i were likely to resort to the biological and chemical agents they possessed given the extra ##dition pressure senior al qaeda leaders faced .,Even Zawahiri 's attorney in 1999 said that Bin Laden and Zawahiri were likely to resort to the biological and chemical agents they possessed given the extradition pressure senior Al Qaeda leaders faced .
24981,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,al qaeda ' s ant ##hra ##x production plans on khalid mohammed ' s computer did not evidence knowledge of advanced techniques in the most efficient biological weapons .,Al Qaeda 's anthrax production plans on Khalid Mohammed 's computer did not evidence knowledge of advanced techniques in the most efficient biological weapons .
25056,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",18,19,Genitive Case,"usd ##a employee john ##elle bryant first told us , in sensation ##al detail , of at ##ta ' s inquiries about purchasing and retro ##fi ##tting a crop ##dust ##er .","USDA employee Johnelle Bryant first told us , in sensational detail , of Atta 's inquiries about purchasing and retrofitting a cropduster ."
25148,interrogators,interrogator,NOUN,,Plur,,,,,1,"['inter', '##ro', '##gat', '##ors']","[6970, 3217, 20697, 5668]",4,7,Plural Noun,khalid mohammed then told inter ##ro ##gat ##ors that zac ##aria ##s mo ##uss ##ao ##ui ' s inquiries about crop dustin ##g may have related to ya ##zi ##d su ##fa ##at ' s ant ##hra ##x manufacturing plans .,Khalid Mohammed then told interrogators that Zacarias Moussaoui 's inquiries about crop dusting may have related to Yazid Sufaat 's anthrax manufacturing plans .
25316,details,detail,NOUN,,Plur,,,,,1,['details'],[4751],2,2,Plural Noun,"although the details of the documents on mohammed ' s computer may ( or may not ) point to possible difficulties in aerial dispersal , they are fully consistent with the product used in the ant ##hra ##x mail ##ings .","Although the details of the documents on Mohammed 's computer may ( or may not ) point to possible difficulties in aerial dispersal , they are fully consistent with the product used in the anthrax mailings ."
25464,symbolizes,symbolize,VERB,,Sing,3,Pres,,,1,"['symbol', '##izes']","[6454, 10057]",2,3,Third-Person Present Tense Verb,"( green symbol ##izes "" islam "" and prophet mohammed ' s holy war ) .","( Green symbolizes "" Islam "" and Prophet Mohammed 's holy war ) ."
25492,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",25,26,Genitive Case,"zac ##aria ##s mo ##uss ##ao ##ui , who had a crop dustin ##g manual when he was arrested , stayed at su ##fa ##at ' s condom ##inium in 2000 when he was trying to arrange for flight lessons in malaysia .","Zacarias Moussaoui , who had a crop dusting manual when he was arrested , stayed at Sufaat 's condominium in 2000 when he was trying to arrange for flight lessons in Malaysia ."
25789,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,"while it ' s not easy to separate fact from fiction , attorney general ash ##croft and director mueller have publicly confirmed aa ##fia is still being sought .","While it 's not easy to separate fact from fiction , Attorney General Ashcroft and Director Mueller have publicly confirmed Aafia is still being sought ."
25997,reports,report,NOUN,,Plur,,,,,1,['reports'],[4311],4,4,Plural Noun,"according to the pakistan reports , aa ##fia sid ##di ##qui was detained after being spotted at karachi international airport ( after she was followed to a relative ' s house ) .","According to the Pakistan reports , Aafia Siddiqui was detained after being spotted at Karachi International airport ( after she was followed to a relative 's house ) ."
26200,reports,report,NOUN,,Plur,,,,,1,['reports'],[4311],1,1,Plural Noun,"the reports say she is suspected of having been a member of al qaeda ' s "" chemical wire group . ""","The reports say she is suspected of having been a member of Al Qaeda 's "" Chemical Wire Group . """
26326,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,the family ' s lawyer advises me that aa ##fia did not have enough money to pay for air ##fare tickets for herself and the kids and called is ##mat from the train station .,The family 's lawyer advises me that Aafia did not have enough money to pay for airfare tickets for herself and the kids and called Ismat from the train station .
26481,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",6,7,Genitive Case,aa ##fia never reached the uncle ' s house .,Aafia never reached the uncle 's house .
26489,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,the family ' s attorney advises me that aa ##fia had no knowledge of chemicals ( and that would not appear to be her training ) .,The family 's attorney advises me that Aafia had no knowledge of chemicals ( and that would not appear to be her training ) .
26614,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,"in early june 2003 , a cia report concluded that the reason for at ##ta ' s and zac ##aria ##s mo ##uss ##ao ##ui ' s inquiries into crop ##dust ##ers was in fact for the contemplated use in di ##sper ##sing biological agents such as ant ##hra ##x .","In early June 2003 , a CIA report concluded that the reason for Atta 's and Zacarias Moussaoui 's inquiries into cropdusters was in fact for the contemplated use in dispersing biological agents such as anthrax ."
26836,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",9,10,Genitive Case,the les ##ion is further evidence of al qaeda ' s ant ##hra ##x production program at kan ##dah ##ar .,The lesion is further evidence of Al Qaeda 's anthrax production program at Kandahar .
26866,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",7,8,Genitive Case,the present evidence relating to at ##ta ' s alleged travel to prague does not warrant a conclusion that al qaeda obtained the ames strain from iraq .,The present evidence relating to Atta 's alleged travel to Prague does not warrant a conclusion that Al Qaeda obtained the Ames strain from Iraq .
27022,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",20,21,Genitive Case,za ##wa ##hir ##i did travel to baghdad in 1998 with an entourage to attend the birthday party of saddam ' s son .,Zawahiri did travel to Baghdad in 1998 with an entourage to attend the birthday party of Saddam 's son .
27102,papers,paper,NOUN,,Plur,,,,,1,['papers'],[4981],1,1,Plural Noun,"the papers found at headquarters of the mu ##kha ##bara ##t , iraq ' s secret police , show that an entourage from al qaeda group was sent to the iraqi capital in march 1998 from sudan .","The papers found at headquarters of the Mukhabarat , Iraq 's secret police , show that an entourage from Al Qaeda group was sent to the Iraqi capital in March 1998 from Sudan ."
27238,scientists,scientist,NOUN,,Plur,,,,,1,['scientists'],[6529],3,3,Plural Noun,"two top iraqi scientists , code named charlie and alpha , are helping the coalition to learn more about iraqi ' s ant ##hra ##x program , according to dr . david kay , head of the iraq survey group in charge of the hunt for w ##md .","Two top Iraqi scientists , code named Charlie and Alpha , are helping the coalition to learn more about Iraqi 's anthrax program , according to Dr. David Kay , head of the Iraq survey group in charge of the hunt for WMD ."
27458,members,member,NOUN,,Plur,,,,,1,['members'],[2372],2,2,Plural Noun,"al qaeda members and sy ##mp ##athi ##zers feel that the fbi ' s involvement in countries like egypt , saudi arabia , pakistan , indonesia , and the philippines interfere ##s with the sovereignty of those countries .","Al Qaeda members and sympathizers feel that the FBI 's involvement in countries like Egypt , Saudi Arabia , Pakistan , Indonesia , and the Philippines interferes with the sovereignty of those countries ."
27560,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,"it ' s hard to keep up with the stories about billion dollar appropriations , debt forgiveness , and loan guarantees to countries like egypt and israel and now even pakistan .","It 's hard to keep up with the stories about billion dollar appropriations , debt forgiveness , and loan guarantees to countries like Egypt and Israel and now even Pakistan ."
27715,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,the fbi ' s profile includes a us - based supporter of the militant islamist ##s .,The FBI 's profile includes a US - based supporter of the militant islamists .
27745,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",15,16,Genitive Case,"that arrest in turn led to the dramatic capture of khalid mohammed , al qaeda ' s # 3 .","That arrest in turn led to the dramatic capture of Khalid Mohammed , Al Qaeda 's # 3 ."
27802,1980s,1980,NOUN,,Plur,,,,,1,['1980s'],[3865],7,7,Plural Noun,"although while in jail in the early 1980s , za ##wa ##hir ##i caused considerable tension by challenging the blind she ##ik ' s ability to lead a coalition of the egyptian islamic jihad and the egyptian islamic group , za ##wa ##hir ##i and ob ##l are rahman ' s friends .","Although while in jail in the early 1980s , Zawahiri caused considerable tension by challenging the blind sheik 's ability to lead a coalition of the Egyptian Islamic Jihad and the Egyptian Islamic Group , Zawahiri and OBL are Rahman 's friends ."
