,Word,Lemma,POS,Case,Number,Person,Tense,Mood,Voice,Form-Lemma Difference,Subtokens,Subtoken IDs,Subtoken Start Index,Subtoken End Index,Target Class,BERT Subtokenized Sentence,Sentence
7957,stages,stage,NOUN,,Plur,,,,,1,['stages'],[5711],5,5,Plural Noun,we are in the final stages of this process - where we draft a cover letter for john which will introduce this for inclusion within global ##fl ##ash ( the en ##ron europe newsletter ),We are in the final stages of this process - where we draft a cover letter for John which will introduce this for inclusion within Globalflash ( the Enron Europe newsletter )
8021,things,thing,NOUN,,Plur,,,,,1,['things'],[2477],9,9,Plural Noun,"me ##aga ##n does have a couple of big things on the weekend in january - - national charity league senior presentation ( big dance that she and i are committed to help with ) , the bear ##ka ##de ##tte ball and a winter party for cot ##ill ##ion .","Meagan does have a couple of big things on the weekend in January -- National Charity League Senior Presentation ( big dance that she and I are committed to help with ) , the Bearkadette Ball and a winter party for Cotillion ."
8064,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,does that work for you ?,Does that work for you ?
8070,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",22,23,Genitive Case,"is there an article to be included in an en ##ron publication and in addition a letter to be sent under john ' s name ( if so , to whom will the letter be sent ) ?","Is there an article to be included in an Enron publication and in addition a letter to be sent under John 's name ( if so , to whom will the letter be sent ) ?"
8106,points,point,NOUN,,Plur,,,,,1,['points'],[2685],14,14,Plural Noun,"with regard to a global message , i think that one of the key points around fundamental operating standards are that they are intended to be global in nature , applied to every commodity and every location where we engage in trading activities .","With regard to a global message , I think that one of the key points around fundamental operating standards are that they are intended to be global in nature , applied to every commodity and every location where we engage in trading activities ."
8194,standards,standard,NOUN,,Plur,,,,,1,['standards'],[4781],3,3,Plural Noun,"with these operating standards implemented worldwide , we will know as operations professionals that risk is being mit ##igate ##d and we will be able to ensure en ##ron top management that there is consistency in operating standards worldwide .","With these operating standards implemented worldwide , we will know as operations professionals that risk is being mitigated and we will be able to ensure Enron top management that there is consistency in operating standards worldwide ."
8231,standards,standard,NOUN,,Plur,,,,,1,['standards'],[4781],26,26,Plural Noun,would a more appropriate time be after the global operations controller meeting in october when we should have worldwide buy - in and commitment to these standards and ( hopefully ) our first draft of a meaningful exception report ?,Would a more appropriate time be after the Global Operations Controller meeting in October when we should have worldwide buy - in and commitment to these standards and ( hopefully ) our first draft of a meaningful exception report ?
8271,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,thanks for sharing this with me .,Thanks for sharing this with me .
8278,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",8,9,Genitive Case,"we have been able to keep en ##a ' s direct group expenses flat year on year , we are trying hard to keep the corporate allocation flat year to year as well .","We have been able to keep ENA 's direct group expenses flat year on year , we are trying hard to keep the corporate allocation flat year to year as well ."
8310,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,thanks for the comment on the hearing .,Thanks for the comment on the hearing .
8318,respects,respect,NOUN,,Plur,,,,,1,['respects'],[17475],2,2,Plural Noun,in some respects i do n ' t think the first panel could have gone much better ; everyone thanked fe ##rc for intervening ( though for different reasons ) .,In some respects I do n't think the first panel could have gone much better ; everyone thanked FERC for intervening ( though for different reasons ) .
8346,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,thanks for at ##tri ##bu ##ting the quote to me .,Thanks for attributing the quote to me .
8362,works,work,VERB,,Sing,3,Pres,,,1,['works'],[2573],46,46,Third-Person Present Tense Verb,"given the short notice , we will politely decline to participate at the hearing on monday , but will let the good senator know that , in general , we intend to engage actively in the process and plan to help california find a solution that works for everybody .","Given the short notice , we will politely decline to participate at the hearing on Monday , but will let the good Senator know that , in general , we intend to engage actively in the process and plan to help California find a solution that works for everybody ."
8412,messages,message,NOUN,,Plur,,,,,1,['messages'],[7696],7,7,Plural Noun,it still can not commit to transferring messages across domains .,IT still can not commit to transferring messages across domains .
8423,responses,response,NOUN,,Plur,,,,,1,['responses'],[10960],20,20,Plural Noun,"hr , intended to be a key user of this tool , will not use back ##we ##b because survey responses can not be made anonymous .","HR , intended to be a key user of this tool , will not use BackWeb because survey responses can not be made anonymous ."
8448,Messages,message,NOUN,,Plur,,,,,1,['messages'],[7696],0,0,Plural Noun,"messages will not be delivered simultaneously to all users in the same domain , nor will they be delivered for two to five hours after they are sent by the message administrator .","Messages will not be delivered simultaneously to all users in the same domain , nor will they be delivered for two to five hours after they are sent by the message administrator ."
8481,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,"ok to book for me and my husband , joseph .","Ok to book for me and my husband , Joseph ."
8492,for,for,ADP,,,,,,,0,['for'],[2005],7,7,Causal-Final Case,"jane , on deal 76 ##37 ##36 for may 01 sales to southwest gas , we have a pricing disc ##re ##pan ##cy .","Jane , on deal 763736 for May 01 sales to Southwest Gas , we have a pricing discrepancy ."
8511,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,the only difference we had was for package v ##0 ##2 .,The only difference we had was for package V02 .
8579,for,for,ADP,,,,,,,0,['for'],[2005],7,7,Causal-Final Case,i have n ' t seen her for a couple of weeks and have only talked to her .,I have n't seen her for a couple of weeks and have only talked to her .
8596,copies,copy,NOUN,,Plur,,,,,2,['copies'],[4809],11,11,Plural Noun,"by the way , cullen and d ##yk ##man is sending copies of what we are doing to melanie gray .","By the way , Cullen and Dykman is sending copies of what we are doing to Melanie Gray ."
8615,changes,change,NOUN,,Plur,,,,,1,['changes'],[3431],7,7,Plural Noun,this document has been modified with the changes that were in the mark - up you fa ##xed to toni don ##oh ##ue here a few hours ago .,This document has been modified with the changes that were in the mark - up you faxed to Toni Donohue here a few hours ago .
8641,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,thanks for all your help on this .,Thanks for all your help on this .
8649,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,i will deliver it to you for your approval .,I will deliver it to you for your approval .
8659,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,thank you all for your participation .,Thank you all for your participation .
8666,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,"thanks for your efforts here , and thanks for being patient with me .","Thanks for your efforts here , and thanks for being patient with me ."
8708,works,work,VERB,,Sing,3,Pres,,,1,['works'],[2573],1,1,Third-Person Present Tense Verb,thursday works for me .,Thursday works for me .
8713,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,we ' re all set for 2 : 30 on july 12 .,We 're all set for 2:30 on July 12 .
8723,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,"wednesday , july 12 , 2 : 300 will work for me .","Wednesday , July 12 , 2:300 will work for me ."
8734,people,people,NOUN,,Plur,,,,,0,['people'],[2111],4,4,Plural Noun,i shall invite some people who work on electricity in my group to join me .,I shall invite some people who work on electricity in my group to join me .
8750,pressures,pressure,NOUN,,Plur,,,,,1,['pressures'],[15399],21,21,Plural Noun,i was unable to say much about it in my risk electricity he ##d ##ging and trading report because of deadline pressures .,I was unable to say much about it in my Risk Electricity Hedging and Trading report because of deadline pressures .
8771,for,for,ADP,,,,,,,0,['for'],[2005],9,9,Causal-Final Case,"please , let me know what time would work for you .","Please , let me know what time would work for you ."
8783,relationships,relationship,NOUN,,Plur,,,,,1,['relationships'],[6550],13,13,Plural Noun,"we too , are open to suggestion as the global and en ##ron relationships are very important and a high priority to us .","We too , are open to suggestion as the Global and Enron relationships are very important and a high priority to us ."
8806,people,people,NOUN,,Plur,,,,,0,['people'],[2111],18,18,Plural Noun,"we should all ##oca ##te a piece to global which would solve the problem of other car ##gill people using the line , putting us over the limit , without me knowing . . .","We should allocate a piece to Global which would solve the problem of other Cargill people using the line , putting us over the limit , without me knowing ..."
8836,copies,copy,NOUN,,Plur,,,,,2,['copies'],[4809],10,10,Plural Noun,i am hopeful that we are ready to prepare execution copies .,I am hopeful that we are ready to prepare execution copies .
8848,prepares,prepare,VERB,,Sing,3,Pres,,,1,['prepares'],[20776],7,7,Third-Person Present Tense Verb,what person ( s ) in london prepares credit for the english and singapore financial transactions ?,What person ( s ) in London prepares credit for the English and Singapore financial transactions ?
8865,for,for,ADP,,,,,,,0,['for'],[2005],20,20,Causal-Final Case,"a currency transaction with en ##ron europe finance & trading limited ( "" ee ##ft ##l "" ) as agent for risk management & trading corp . under which either ( a ) for the case in which counterpart ##y submit ##s an offer to buy from ee ##ft ##l , counterpart ##y shall receive the base currency amount and shall pay the foreign currency amount , or ( b ) for the case in which counterpart ##y submit ##s an offer to sell to ee ##ft ##l , counterpart ##y shall pay the base currency amount and shall receive the foreign currency amount .","A currency Transaction with Enron Europe Finance & Trading Limited ( "" EEFTL "" ) as agent for Risk Management & Trading Corp. under which either ( A ) for the case in which Counterparty submits an offer to buy from EEFTL , Counterparty shall receive the Base Currency Amount and shall pay the Foreign Currency Amount , or ( B ) for the case in which Counterparty submits an offer to sell to EEFTL , Counterparty shall pay the Base Currency Amount and shall receive the Foreign Currency Amount ."
8956,problems,problem,NOUN,,Plur,,,,,1,['problems'],[3471],5,5,Plural Noun,is this related to the problems he is having getting around ( ci ##rc ##ulator ##y ? ) ?,Is this related to the problems he is having getting around ( circulatory ? ) ?
8972,titles,title,NOUN,,Plur,,,,,1,['titles'],[4486],16,16,Plural Noun,"it is imperative that all of the information on the attached file is accurate , including titles , as this information is being given directly to john la ##vor ##ato and louise kitchen .","It is imperative that all of the information on the attached file is accurate , including titles , as this information is being given directly to John Lavorato and Louise Kitchen ."
9004,days,day,NOUN,,Plur,,,,,1,['days'],[2420],9,9,Plural Noun,"as to our family , within the last ten days our youngest daughter elizabeth was married to a young man from buenos aires , argentina .","As to our family , within the last ten days our youngest daughter Elizabeth was married to a young man from Buenos Aires , Argentina ."
9030,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,thank you for your recent request for mr . lay to speak at your conference .,Thank you for your recent request for Mr. Lay to speak at your conference .
9045,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",7,8,Genitive Case,"unfortunately , do to mr . lay ' s schedule he will not be able to participate .","Unfortunately , do to Mr. Lay 's schedule he will not be able to participate ."
9061,crystallizes,crystallize,VERB,,Sing,3,Pres,,,1,"['crystal', '##li', '##zes']","[6121, 3669, 11254]",19,21,Third-Person Present Tense Verb,"in the next week or so , we ' ll be sending around a discussion paper which we hope crystal ##li ##zes the issues , and we will try to talk to as many of you as possible before the meeting to go through it .","In the next week or so , we 'll be sending around a discussion paper which we hope crystallizes the issues , and we will try to talk to as many of you as possible before the meeting to go through it ."
9104,for,for,ADP,,,,,,,0,['for'],[2005],20,20,Causal-Final Case,"ken lay would like to have the armada m3 ##0 ##6 series - "" the first ultra portable notebook designed for the enterprise "" .","Ken Lay would like to have the Armada M306 series - "" the first ultra portable notebook designed for the enterprise "" ."
9127,attachments,attachment,NOUN,,Plur,,,,,1,"['attachment', '##s']","[14449, 2015]",5,6,Plural Noun,"although this email and any attachment ##s are believed to be free of any virus or other defect that might affect any computer system into which it is received and opened , it is the responsibility of the recipient to ensure that it is virus free and no responsibility is accepted by century development or any of its affiliates for any loss or damage arising in any way from its use .","Although this email and any attachments are believed to be free of any virus or other defect that might affect any computer system into which it is received and opened , it is the responsibility of the recipient to ensure that it is virus free and no responsibility is accepted by Century Development or any of its affiliates for any loss or damage arising in any way from its use ."
9269,for,for,ADP,,,,,,,0,['for'],[2005],8,8,Causal-Final Case,kenneth lay has approved the attached expense report for cindy olson .,Kenneth Lay has approved the attached expense report for Cindy Olson .
9281,dates,date,NOUN,,Plur,,,,,1,['dates'],[5246],20,20,Plural Noun,"i believe someone called about this today , but mr . lay asked me to let you know that these dates do n ' t work for him , either .","I believe someone called about this today , but Mr. Lay asked me to let you know that these dates do n't work for him , either ."
9309,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,"one thing is for sure , the economy is not fa ##lter ##ing on my account .","One thing is for sure , the economy is not faltering on my account ."
9324,for,for,ADP,,,,,,,0,['for'],[2005],4,4,Causal-Final Case,we ' re set for 11 / 01 / 01 .,We 're set for 11/01/01 .
9330,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],2,2,Third-Person Present Tense Verb,she still has some sort of scholarship but i am not for sure how much it pays .,She still has some sort of scholarship but I am not for sure how much it pays .
9348,sports,sport,NOUN,,Plur,,,,,1,['sports'],[2998],11,11,Plural Noun,"she is going to be a kin ##es ##iol ##ogist , sports injury therapist .","She is going to be a kinesiologist , sports injury therapist ."
9360,wants,want,VERB,,Sing,3,Pres,,,1,['wants'],[4122],4,4,Third-Person Present Tense Verb,i think she just wants to be able to touch football players legs .,I think she just wants to be able to touch football players legs .
9388,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,is there supposed to be a cash ##out booked in sit ##ara for these months ?,Is there supposed to be a cashout booked in Sitara for these months ?
9402,for,for,ADP,,,,,,,0,['for'],[2005],9,9,Causal-Final Case,i believe that doug told me the extra was for the cash ##out that was not in ##vo ##ice ##d .,I believe that Doug told me the extra was for the cashout that was not invoiced .
9419,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,thanks for your prompt attention to this .,Thanks for your prompt attention to this .
9435,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,"it ' s funny , because usually it ' s just me , mom , craig and dane ##lia , and dane ##lia does n ' t really like roasted turkey or roast beef ( not that she would say it to me ! ) , so there is not just the same joy in cooking it would be else ##wise .","It 's funny , because usually it 's just me , Mom , Craig and Danelia , and Danelia does n't really like roasted turkey or roast beef ( not that she would say it to me ! ) , so there is not just the same joy in cooking it would be elsewise ."
9490,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,it ' s not for the meek .,It 's not for the meek .
9497,for,for,ADP,,,,,,,0,['for'],[2005],21,21,Causal-Final Case,"if so , i ' ll get it signed by craig br ##es ##lau today , then bring it to you for counters ##ign ##at ##ure .","If so , I 'll get it signed by Craig Breslau today , then bring it to you for countersignature ."
9518,people,people,NOUN,,Plur,,,,,0,['people'],[2111],14,14,Plural Noun,sara and bill bradford in credit are supposed to talk to the db credit people about this remaining issue .,Sara and Bill Bradford in Credit are supposed to talk to the DB Credit people about this remaining issue .
9558,for,for,ADP,,,,,,,0,['for'],[2005],39,39,Causal-Final Case,"with respect to first union national bank , the draft we were working from was so old that they agreed to look at our current form of agreement which was sent to them on 11 / 8 / 00 for review .","With respect to First Union National Bank , the draft we were working from was so old that they agreed to look at our current form of agreement which was sent to them on 11/8/00 for review ."
9596,guys,guy,NOUN,,Plur,,,,,1,['guys'],[4364],3,3,Plural Noun,"talk to you guys soon ,","Talk to you guys soon ,"
9602,notes,note,NOUN,,Plur,,,,,1,['notes'],[3964],9,9,Plural Noun,at this rate we may have to start pinning notes to your shirt to remind you to do things .,At this rate we may have to start pinning notes to your shirt to remind you to do things .
9622,occasions,occasion,NOUN,,Plur,,,,,1,['occasions'],[6642],8,8,Plural Noun,"however , having driven with you on several occasions i feel confident you will be able to pass the test with flying colors .","However , having driven with you on several occasions I feel confident you will be able to pass the test with flying colors ."
9646,things,thing,NOUN,,Plur,,,,,1,['things'],[2477],14,14,Plural Noun,i ' ll keep discussion of me to a minimum and just say that things are well on 32 .,I 'll keep discussion of me to a minimum and just say that things are well on 32 .
9665,pages,page,NOUN,,Plur,,,,,1,['pages'],[5530],15,15,Plural Noun,we are thinking of adding a patent pending message to key en ##ron ##on ##line pages ( like the home ##page ) .,We are thinking of adding a Patent Pending message to key EnronOnline pages ( like the homepage ) .
9684,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,thanks for your help !,Thanks for your help !
9689,belongs,belong,VERB,,Sing,3,Pres,,,1,['belongs'],[7460],9,9,Third-Person Present Tense Verb,i believe the message you forward ##ed to me belongs to the mark taylor at e ##i ( based in london ) .,I believe the message you forwarded to me belongs to the Mark Taylor at EI ( based in London ) .
9710,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,thanks for the reminder .,Thanks for the reminder .
9715,timeframes,timeframe,NOUN,,Plur,,,,,1,"['time', '##frame', '##s']","[2051, 15643, 2015]",5,7,Plural Noun,i have also amended the time ##frame ##s in the credit support annex to 10 days instead of 2 days .,I have also amended the timeframes in the Credit Support Annex to 10 days instead of 2 days .
9734,triplets,triplet,NOUN,,Plur,,,,,1,"['triple', '##ts']","[6420, 3215]",22,23,Plural Noun,"this is just to let you know that emma gave birth at week 34 on friday , 6th july , to our triple ##ts :","This is just to let you know that Emma gave birth at week 34 on Friday , 6th July , to our triplets :"
9758,comments,comment,NOUN,,Plur,,,,,1,['comments'],[7928],9,9,Plural Noun,i am following up regarding the status of our comments to the form of gu ##aran ##ty for pe ##me ##x that you provided to lucy ortiz .,I am following up regarding the status of our comments to the form of guaranty for Pemex that you provided to Lucy Ortiz .
9782,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,thank you for your assistance .,Thank you for your assistance .
9788,'s,us,PRON,,,,,,,0,"[""'"", 's']","[1005, 1055]",13,14,Genitive Case,"i do n ' t want to wait till month end , let ' s adjust the numbers now and for the june 29 2nd order , let s take that value into june since it relates to july puts .","I do n't want to wait till month end , let 's adjust the numbers now and for the June 29 2nd order , let s take that value into June since it relates to July puts ."
9826,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,we ' re gear ##ing up for our 2001 / 02 recruiting campaign and we think your experience will help us define what works best and what can be improved in our process .,We 're gearing up for our 2001 / 02 recruiting campaign and we think your experience will help us define what works best and what can be improved in our process .
9858,for,for,ADP,,,,,,,0,['for'],[2005],9,9,Causal-Final Case,"for those of you in toronto , i apologize for not being able to schedule this over your lunch time !","For those of you in Toronto , I apologize for not being able to schedule this over your lunch time !"
9900,works,work,VERB,,Sing,3,Pres,,,1,['works'],[2573],5,5,Third-Person Present Tense Verb,let me know what schedule works for you .,Let me know what schedule works for you .
9909,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,"once again , thank you all for an outstanding accomplishment .","Once again , thank you all for an outstanding accomplishment ."
9920,points,point,NOUN,,Plur,,,,,1,['points'],[2685],8,8,Plural Noun,attached is a rough draft of my talking points for a panel i ' ll be on at a ce ##m conference in sf on thursday afternoon .,Attached is a rough draft of my talking points for a panel I 'll be on at a CEM conference in SF on Thursday afternoon .
9946,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,"have distributed to western ga team ( plus ste ##ffe ##s ) for comment and thought you may have some , too .","Have distributed to Western GA team ( plus Steffes ) for comment and thought you may have some , too ."
9967,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",11,12,Genitive Case,goal is to ( politely ? ) ref ##ute loretta lynch ' s and carl woods ' continued assertion ##s that 1 ) california ' s move to der ##eg ##ulate was based solely on ideology with no basis in fact and 2 ) the solution is to turn back the clock to command - and - control regulation .,Goal is to ( politely ? ) refute Loretta Lynch 's and Carl Woods ' continued assertions that 1 ) California 's move to deregulate was based solely on ideology with no basis in fact and 2 ) the solution is to turn back the clock to command - and - control regulation .
10075,for,for,ADP,,,,,,,0,['for'],[2005],8,8,Causal-Final Case,"however , if you use a particular logo for the on - line service , that should be registered .","However , if you use a particular logo for the on - line service , that should be registered ."
10095,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",8,9,Genitive Case,"i assume this is akin to why mcdonald ' s trademark ##s "" mc "" everything ?","I assume this is akin to why McDonald 's trademarks "" Mc "" Everything ?"
10110,contents,content,NOUN,,Plur,,,,,1,['contents'],[8417],31,31,Plural Noun,if you have received it by mistake please let us know by reply and then del ##ete it from your system ; you should not copy the message or disclose its contents to anyone .,If you have received it by mistake please let us know by reply and then delete it from your system ; you should not copy the message or disclose its contents to anyone .
10144,Jurisdictions,jurisdiction,NOUN,,Plur,,,,,1,['jurisdictions'],[17370],0,0,Plural Noun,"jurisdictions which are are approved to trade credit derivatives : finland , germany , norway , sweden , switzerland , the u . k , and the u . s . .","Jurisdictions which are are approved to trade credit derivatives : Finland , Germany , Norway , Sweden , Switzerland , the U.K , and the U.S. ."
10171,Jurisdictions,jurisdiction,NOUN,,Plur,,,,,1,['jurisdictions'],[17370],0,0,Plural Noun,"jurisdictions which are not approved to trade credit derivatives include : austria , belgium , canada , croatia , czech republic , denmark , france , gibraltar , ireland , italy , poland , portugal , romania , scotland , singapore , slovenia , spain , and the netherlands .","Jurisdictions which are not approved to trade credit derivatives include : Austria , Belgium , Canada , Croatia , Czech Republic , Denmark , France , Gibraltar , Ireland , Italy , Poland , Portugal , Romania , Scotland , Singapore , Slovenia , Spain , and The Netherlands ."
10221,confirms,confirm,NOUN,,Plur,,,,,1,['confirms'],[23283],18,18,Plural Noun,"i spoke to edmund to get the scoop on what we are going to be doing on the confirms for credit derivatives , and he said that his current understanding is that all of the confirms will be done out of london .","I spoke to Edmund to get the scoop on what we are going to be doing on the confirms for Credit Derivatives , and he said that his current understanding is that all of the confirms will be done out of London ."
10264,people,people,NOUN,,Plur,,,,,0,['people'],[2111],11,11,Plural Noun,he also said that london was going to be hiring 120 people to deal with the credit derivatives business .,He also said that London was going to be hiring 120 people to deal with the Credit Derivatives business .
10284,adds,add,VERB,,Sing,3,Pres,,,1,['adds'],[9909],2,2,Third-Person Present Tense Verb,this amendment adds the british columbia securities act representation to the master .,This amendment adds the British Columbia Securities Act representation to the master .
10297,confirms,confirm,NOUN,,Plur,,,,,1,['confirms'],[23283],11,11,Plural Noun,confirmation desk : you can stop adding the rep to the confirms now .,Confirmation Desk : you can stop adding the rep to the confirms now .
10311,resources,resource,NOUN,,Plur,,,,,1,['resources'],[4219],1,1,Plural Noun,additional resources are being allocated and the situation is being closely monitored ( both for quarter end sign ##off and on going operations ) .,Additional resources are being allocated and the situation is being closely monitored ( both for quarter end signoff and on going operations ) .
10335,efforts,effort,NOUN,,Plur,,,,,1,['efforts'],[4073],4,4,Plural Noun,"the intention of the efforts and actions documented in my earlier update ( see attached email ) was to provide a robust position sign ##off process for total metal ton ##nage , spread and brand and location a timely sub ##stan ##tia ##tion of stock on balance sheet forward mt ##m debt ##ors and credit ##or balance ##s ob ##sf transaction ##al values and a reconciliation of the barclay ##s inter ##com ##pan ##y account","The intention of the efforts and actions documented in my earlier update ( see attached email ) was to provide a robust position signoff process for total metal tonnage , spread and brand and location a timely substantiation of stock on balance sheet forward MTM debtors and creditor balances OBSF transactional values and a reconciliation of the barclays intercompany account"
10395,efforts,effort,NOUN,,Plur,,,,,1,['efforts'],[4073],3,3,Plural Noun,"despite the best efforts of it , continuing problems with the as ##400 application , a better understanding of the inc ##ons ##iste ##ncy between stock reconciliation reports , and concerns over the use ##ability of the outright stock screen en ##qui ##ry are such that i am currently not confident of delivering sufficient accurate information to aa to satisfy their audit requirements - which at a macro level is the transparent audit trail between stock and forward positions to full accounting values .","Despite the best efforts of IT , continuing problems with the AS400 application , a better understanding of the inconsistency between stock reconciliation reports , and concerns over the useability of the outright stock screen enquiry are such that I am currently not confident of delivering sufficient accurate information to AA to satisfy their audit requirements - which at a macro level is the transparent audit trail between stock and forward positions to full accounting values ."
10472,differences,difference,NOUN,,Plur,,,,,1,['differences'],[5966],7,7,Plural Noun,"that there are rec ##on ##ci ##ling differences between trader position analyses , as ##400 on screen en ##qui ##ries and the formal global position report ( these differences are at present not understood but would need to be provided to aa within the audit timetable )","that there are reconciling differences between trader position analyses , AS400 on screen enquiries and the formal global position report ( these differences are at present not understood but would need to be provided to AA within the audit timetable )"
10513,contracts,contract,NOUN,,Plur,,,,,1,['contracts'],[8311],7,7,Plural Noun,detailed position analysis of all ob ##sf contracts that must be reconciled to barclay ##s documentation,detailed position analysis of all OBSF contracts that must be reconciled to Barclays documentation
10527,actions,action,NOUN,,Plur,,,,,1,['actions'],[4506],4,4,Plural Noun,"various mit ##iga ##ting actions have been and will be taken to provide focus , gain comfort over control levels and to provide assurance to senior management as to the accuracy of the q ##1 d ##pr and business balance sheet .","Various mitigating actions have been and will be taken to provide focus , gain comfort over control levels and to provide assurance to senior management as to the accuracy of the Q1 DPR and business balance sheet ."
10565,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,the implementation for sap for the merchant ##ing business has been delayed and effectively deco ##up ##led from the higher risk ( higher benefit ) broker ##age implementation - benefit is to provide sole focus on ob ##sf for it merchant ##ing developers .,The implementation for SAP for the Merchanting business has been delayed and effectively decoupled from the higher risk ( higher benefit ) Brokerage implementation - benefit is to provide sole focus on OBSF for IT Merchanting developers .
10603,reviews,review,NOUN,,Plur,,,,,1,['reviews'],[4391],7,7,Plural Noun,the ar / ap sap data quality reviews for both businesses are continuing so as to provide a detailed analysis as at end q ##1 .,The AR / AP SAP data quality reviews for both businesses are continuing so as to provide a detailed analysis as at end Q1 .
10628,data,datum,NOUN,,Plur,,,,,-1,['data'],[2951],18,18,Plural Noun,middle office have ins ##ti ##gated a new daily working capital report process tracking cash settlement / funding data to working capital components for all metals businesses .,Middle Office have instigated a new daily working capital report process tracking cash settlement / funding data to working capital components for all Metals businesses .
10654,checks,check,NOUN,,Plur,,,,,1,['checks'],[14148],1,1,Plural Noun,substantive checks back to source contract documentation for the forward priced and un ##pr ##ice ##d positions report ( spot checking the key position report signed off by the traders ),Substantive checks back to source contract documentation for the forward priced and unpriced positions report ( spot checking the key position report signed off by the traders )
10682,contracts,contract,NOUN,,Plur,,,,,1,['contracts'],[8311],3,3,Plural Noun,full reconciliation of contracts within the ob ##sf to barclay ##s documentation ( thereby sub ##stan ##tia ##ting existence of stock that we have option to purchase ) and to as ##400 barclay ##s account,Full reconciliation of contracts within the OBSF to Barclays documentation ( thereby substantiating existence of stock that we have option to purchase ) and to AS400 Barclays account
10710,debtors,debtor,NOUN,,Plur,,,,,1,"['debt', '##ors']","[7016, 5668]",3,4,Plural Noun,"a risk based debt ##ors review - matching to source documentation , where applicable , and any subsequent post quarter end cash movements","A risk based debtors review - matching to source documentation , where applicable , and any subsequent post quarter end cash movements"
10732,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,i would like to thank you for personally taking the time to closely review my application .,I would like to thank you for personally taking the time to closely review my application .
10749,courses,course,NOUN,,Plur,,,,,1,['courses'],[5352],10,10,Plural Noun,i plan on taking two or three graduate level finance courses at the university of houston this summer and fall to demonstrate to the admissions committee that i can compete at the graduate level .,I plan on taking two or three graduate level finance courses at the University of Houston this Summer and Fall to demonstrate to the Admissions committee that I can compete at the graduate level .
10784,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,i would like to thank you for taking the time to recommend me to the mba program .,I would like to thank you for taking the time to recommend me to the MBA Program .
10820,courses,course,NOUN,,Plur,,,,,1,['courses'],[5352],10,10,Plural Noun,i plan on taking two or three graduate level finance courses at the university of houston this summer and fall to demonstrate to the admissions office that i can compete at this level .,I plan on taking two or three graduate level finance courses at the University of Houston this Summer and Fall to demonstrate to the Admissions office that I can compete at this level .
10854,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,thanks again for taking the time to listen and talk with me .,Thanks again for taking the time to listen and talk with me .
10903,courses,course,NOUN,,Plur,,,,,1,['courses'],[5352],10,10,Plural Noun,i plan on taking a couple of graduate level finance courses at the university of houston this summer and fall to demonstrate to the admissions office that i can compete at this level .,I plan on taking a couple of graduate level finance courses at the University of Houston this Summer and Fall to demonstrate to the Admissions office that I can compete at this level .
