,Word,Lemma,POS,Case,Number,Person,Tense,Mood,Voice,Form-Lemma Difference,Subtokens,Subtoken IDs,Subtoken Start Index,Subtoken End Index,Target Class,BERT Subtokenized Sentence,Sentence
16354,nationalists,nationalist,NOUN,,Plur,,,,,1,['nationalists'],[17934],10,10,Plural Noun,"the thing to keep in mind is that sunni arab nationalists and ba ##athi ##sts and local sunni radicals are likely to remain far more dangerous to the us in iraq than al - qaeda in ##fi ##lt ##rator ##s , and it would be dangerous to take one ' s eyes off the former ball .","The thing to keep in mind is that Sunni Arab nationalists and Baathists and local Sunni radicals are likely to remain far more dangerous to the US in Iraq than al - Qaeda infiltrators , and it would be dangerous to take one 's eyes off the former ball ."
16804,fails,fail,VERB,,Sing,3,Pres,,,1,['fails'],[11896],2,2,Third-Person Present Tense Verb,' bush fails reporter ' s pop quiz on international leaders,' Bush fails reporter 's pop quiz on international leaders
16814,for,for,ADP,,,,,,,0,['for'],[2005],11,11,Causal-Final Case,"texas gov . george w . bush is enduring sharp criticism for being unable to name the leaders of four current world hot spots , but president bill clinton says bush "" should , and probably will , pick up "" those names .","Texas Gov. George W. Bush is enduring sharp criticism for being unable to name the leaders of four current world hot spots , but President Bill Clinton says Bush "" should , and probably will , pick up "" those names ."
17108,for,for,ADP,,,,,,,0,['for'],[2005],4,4,Causal-Final Case,"the front - runner for the 2000 republican presidential nomination faltered thursday in an international affairs pop quiz posed by andy hill ##er , a political reporter for w ##hd ##h - tv in boston .","The front - runner for the 2000 Republican presidential nomination faltered Thursday in an international affairs pop quiz posed by Andy Hiller , a political reporter for WHDH - TV in Boston ."
17207,leaders,leader,NOUN,,Plur,,,,,1,['leaders'],[4177],7,7,Plural Noun,"hill ##er asked bush to name the leaders of che ##ch ##nya , taiwan , india and pakistan .","Hiller asked Bush to name the leaders of Chechnya , Taiwan , India and Pakistan ."
17239,others,other,NOUN,,Plur,,,,,1,['others'],[2500],5,5,Plural Noun,he could not name the others .,He could not name the others .
17246,questions,question,NOUN,,Plur,,,,,1,['questions'],[3980],8,8,Plural Noun,""" wait , wait , is this 50 questions ? "" asked bush .",""" Wait , wait , is this 50 questions ? "" asked Bush ."
17316,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",8,9,Genitive Case,"hill ##er replied : "" no , it ' s four questions of four leaders in four hot spots . "" . . .","Hiller replied : "" No , it 's four questions of four leaders in four hot spots . "" . . ."
17382,for,for,ADP,,,,,,,0,['for'],[2005],9,9,Causal-Final Case,gore released a statement friday taking bush to task for his comments on pakistan ' s recent coup .,Gore released a statement Friday taking Bush to task for his comments on Pakistan 's recent coup .
17472,comments,comment,NOUN,,Plur,,,,,1,['comments'],[7928],13,13,Plural Noun,""" further , i find it even more disturbing that he made these comments about a nation that just last year tested nuclear weapons - - shortly after vo ##icing his public opposition to the comprehensive test ban treaty .",""" Further , I find it even more disturbing that he made these comments about a nation that just last year tested nuclear weapons -- shortly after voicing his public opposition to the Comprehensive Test Ban Treaty ."
17700,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,a spokesman for president clinton also criticized bush ' s comments .,A spokesman for President Clinton also criticized Bush 's comments .
17711,for,for,SCONJ,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,""" it is very dangerous for this country to condo ##ne the overthrow of democratic ##ally elected governments , "" said david lea ##vy , spokesman for the national security council .",""" It is very dangerous for this country to condone the overthrow of democratically elected governments , "" said David Leavy , spokesman for the National Security Council ."
17827,instincts,instinct,NOUN,,Plur,,,,,1,['instincts'],[16160],20,20,Plural Noun,"he obviously had no idea what he was talking about , though he demonstrated a number of ill - fated instincts .","He obviously had no idea what he was talking about , though he demonstrated a number of ill - fated instincts ."
17915,giants,giant,NOUN,,Plur,,,,,1,['giants'],[7230],20,20,Plural Noun,"and , he did n ' t think he needed to know anything about south asia , with its nuclear giants and radical religious politics - - the latter a dire security threat to the us .","And , he did n't think he needed to know anything about South Asia , with its nuclear giants and radical religious politics -- the latter a dire security threat to the US ."
18051,things,thing,NOUN,,Plur,,,,,1,['things'],[2477],7,7,Plural Noun,he could n ' t tell when things were becoming more unstable as opposed to less .,He could n't tell when things were becoming more unstable as opposed to less .
18126,elements,element,NOUN,,Plur,,,,,1,['elements'],[3787],22,22,Plural Noun,"although mu ##sha ##rra ##f did turn against the taliban after september 11 , under extreme du ##ress from the us , elements of his military continued to support radical islam ##ism and have recently been implicated in assassination attempts on mu ##sha ##rra ##f himself .","Although Musharraf did turn against the Taliban after September 11 , under extreme duress from the US , elements of his military continued to support radical Islamism and have recently been implicated in assassination attempts on Musharraf himself ."
18438,knows,know,VERB,,Sing,3,Pres,,,1,['knows'],[4282],6,6,Third-Person Present Tense Verb,another answer is that edwards certainly knows far more about foreign affairs now than bush did then .,Another answer is that Edwards certainly knows far more about foreign affairs now than Bush did then .
18510,allies,ally,NOUN,,Plur,,,,,2,['allies'],[6956],13,13,Plural Noun,"indeed , given how bush has rampage ##d around the world alien ##ating allies and ignoring vital conflicts with the potential to blow back on the us , one might well argue that edwards knows more now than bush does .","Indeed , given how Bush has rampaged around the world alienating allies and ignoring vital conflicts with the potential to blow back on the US , one might well argue that Edwards knows more now than Bush does ."
18861,positions,position,NOUN,,Plur,,,,,1,['positions'],[4460],10,10,Plural Noun,"this is what edwards ' campaign literature said about his positions : "" edwards believes that the u . s . must be an active leader to help resolve conflicts , from reducing tensions between india and pakistan to the peace process in northern ireland .","This is what Edwards ' campaign literature said about his positions : "" Edwards believes that the U.S. must be an active leader to help resolve conflicts , from reducing tensions between India and Pakistan to the peace process in Northern Ireland ."
19291,proponents,proponent,NOUN,,Plur,,,,,1,['proponents'],[20401],5,5,Plural Noun,"ironically , among the strongest proponents of war in iraq were israeli prime minister ariel sharon and his neo ##con ##ser ##vati ##ve supporters in the us .","Ironically , among the strongest proponents of war in Iraq were Israeli Prime Minister Ariel Sharon and his neoconservative supporters in the US ."
19339,faces,face,VERB,,Sing,3,Pres,,,1,['faces'],[5344],4,4,Third-Person Present Tense Verb,the biggest threat israel faces is not from conventional armies but from the as ##ym ##metric ##al tactics of palestinian national liberation movements .,The biggest threat Israel faces is not from conventional armies but from the asymmetrical tactics of Palestinian national liberation movements .
19423,policies,policy,NOUN,,Plur,,,,,2,['policies'],[6043],13,13,Plural Noun,the der ##ailing of the oslo peace process by the hard - line policies of sharon and the palestinian int ##if ##ada has encouraged suicide bombings .,The derailing of the Oslo peace process by the hard - line policies of Sharon and the Palestinian intifada has encouraged suicide bombings .
19543,immigrants,immigrant,NOUN,,Plur,,,,,1,['immigrants'],[7489],18,18,Plural Noun,"this , in turn , has discouraged international investment in israel and has made it less likely that immigrants to the country will actually remain there .","This , in turn , has discouraged international investment in Israel and has made it less likely that immigrants to the country will actually remain there ."
19732,fighters,fighter,NOUN,,Plur,,,,,1,['fighters'],[7299],10,10,Plural Noun,"it is estimated to have some 5 , 000 armed fighters , and they have pursued attacks against israeli forces to com ##pel them to withdraw from the she ##ba ##a farms , a sl ##iver of syrian territory that israel annexed after the 1967 war .","It is estimated to have some 5,000 armed fighters , and they have pursued attacks against Israeli forces to compel them to withdraw from the Shebaa Farms , a sliver of Syrian territory that Israel annexed after the 1967 war ."
20142,families,family,NOUN,,Plur,,,,,2,['families'],[2945],17,17,Plural Noun,"although it is often alleged ( without much evidence ) that saddam hussein gave money to the families of palestinian suicide bombers and so encouraged as ##ym ##metric ##al warfare , it is not clear that he actually posed a danger to israel .","Although it is often alleged ( without much evidence ) that Saddam Hussein gave money to the families of Palestinian suicide bombers and so encouraged asymmetrical warfare , it is not clear that he actually posed a danger to Israel ."
20429,considerations,consideration,NOUN,,Plur,,,,,1,['considerations'],[16852],27,27,Plural Noun,the palestinians who have been willing to kill themselves to end the israeli occupation of the gaza strip and the west bank were not driven by economic considerations .,The Palestinians who have been willing to kill themselves to end the Israeli occupation of the Gaza Strip and the West Bank were not driven by economic considerations .
20690,points,point,NOUN,,Plur,,,,,1,['points'],[2685],2,2,Plural Noun,"at some points , as in the late 1980s , he reportedly made behind - the - scenes overture ##s to the israelis to arrive at some sort of a deal .","At some points , as in the late 1980s , he reportedly made behind - the - scenes overtures to the Israelis to arrive at some sort of a deal ."
20814,radicals,radical,NOUN,,Plur,,,,,1,['radicals'],[23618],5,5,Plural Noun,he did not allow palestinian radicals to launch operations against israel from iraq .,He did not allow Palestinian radicals to launch operations against Israel from Iraq .
20870,1990s,1990,NOUN,,Plur,,,,,1,['1990s'],[4134],3,3,Plural Noun,"by the late 1990s , iraq had no nuclear or biological weapons program , and had destroyed its chemical weapons stock ##pile ##s .","By the late 1990s , Iraq had no nuclear or biological weapons program , and had destroyed its chemical weapons stockpiles ."
20936,militias,militia,NOUN,,Plur,,,,,1,['militias'],[29271],1,1,Plural Noun,"armed militias , many staffed by former iraqi military men with substantial training and experience , have pro ##life ##rated .","Armed militias , many staffed by former Iraqi military men with substantial training and experience , have proliferated ."
21031,groups,group,NOUN,,Plur,,,,,1,['groups'],[2967],8,8,Plural Noun,"the us chose to ally itself with such groups as the supreme council for the islamic revolution in iraq , whose 15 , 000 - strong bad ##r corps paramilitary was trained by the iranian revolutionary guards .","The US chose to ally itself with such groups as the Supreme Council for the Islamic Revolution in Iraq , whose 15,000 - strong Badr Corps paramilitary was trained by the Iranian Revolutionary Guards ."
21171,notions,notion,NOUN,,Plur,,,,,1,['notions'],[21951],12,12,Plural Noun,"the more radical shi ##ites , who generally follow the theo ##cratic notions of iran ' s a ##yat ##oll ##ah ru ##hol ##lah k ##hom ##ein ##i , routinely chant and demonstrate against israel .","The more radical Shiites , who generally follow the theocratic notions of Iran 's Ayatollah Ruhollah Khomeini , routinely chant and demonstrate against Israel ."
21246,movements,movement,NOUN,,Plur,,,,,1,['movements'],[5750],3,3,Plural Noun,"these shi ##ite movements had been suppressed by saddam hussein ' s regime , but have now organized and armed themselves .","These Shiite movements had been suppressed by Saddam Hussein 's regime , but have now organized and armed themselves ."
21386,links,link,NOUN,,Plur,,,,,1,['links'],[6971],7,7,Plural Noun,they have also rees ##tablished their historical links with lebanese and iranian shi ##ites .,They have also reestablished their historical links with Lebanese and Iranian Shiites .
21412,coreligionists,coreligionist,NOUN,,Plur,,,,,1,"['core', '##li', '##gio', '##nist', '##s']","[4563, 3669, 11411, 26942, 2015]",16,20,Plural Noun,"it is inevitable that most iraqi shi ##ites will side with their hi ##z ##bu ##llah core ##li ##gio ##nist ##s against israel , and it seems likely that iraqi shi ##ites will get rich enough from iraqi petroleum sales in the future that they will be in a good position to bank ##roll lebanese shi ##ite radicals .","It is inevitable that most Iraqi Shiites will side with their Hizbullah coreligionists against Israel , and it seems likely that Iraqi Shiites will get rich enough from Iraqi petroleum sales in the future that they will be in a good position to bankroll Lebanese Shiite radicals ."
21892,fundamentalists,fundamentalist,NOUN,,Plur,,,,,1,"['fundamental', '##ists']","[8050, 5130]",2,3,Plural Noun,"sunni arab fundamental ##ists deeply sy ##mp ##athi ##ze with the palestinians and with hamas , and those in iraq have deep historical ink ##s with fundamental ##ists in jordan and palestine .","Sunni Arab fundamentalists deeply sympathize with the Palestinians and with Hamas , and those in Iraq have deep historical inks with fundamentalists in Jordan and Palestine ."
21973,cities,city,NOUN,,Plur,,,,,2,['cities'],[3655],1,1,Plural Noun,"iraqi cities such as fall ##uj ##ah and rama ##di were on the truck route from amman to baghdad , and so came under the influence of the sal ##af ##i movement , which is popular in jordan .","Iraqi cities such as Fallujah and Ramadi were on the truck route from Amman to Baghdad , and so came under the influence of the Salafi movement , which is popular in Jordan ."
22177,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",3,4,Genitive Case,"whereas saddam hussein ' s dictatorship ensured that such pop ##uli ##st currents were kept firmly under control , they are now free to organize .","Whereas Saddam Hussein 's dictatorship ensured that such populist currents were kept firmly under control , they are now free to organize ."
22338,militias,militia,NOUN,,Plur,,,,,1,['militias'],[29271],9,9,Plural Noun,an iraq in which armed fundamental ##ist and nationalist militias pro ##life ##rate is inevitably a security worry for israel .,An Iraq in which armed fundamentalist and nationalist militias proliferate is inevitably a security worry for Israel .
22374,citizens,citizen,NOUN,,Plur,,,,,1,['citizens'],[4480],17,17,Plural Noun,"if even a mod ##icum of normal ##ity and security can be returned to iraq , its citizens will be able to benefit from the country ' s petroleum reserves .","If even a modicum of normality and security can be returned to Iraq , its citizens will be able to benefit from the country 's petroleum reserves ."
22514,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,"israel ' s security interests are best served by peace with its neighbors , which can only be achieved by trading land for peace with the palestinians .","Israel 's security interests are best served by peace with its neighbors , which can only be achieved by trading land for peace with the Palestinians ."
22730,Tamils,tamil,NOUN,,Plur,,,,,1,"['tamil', '##s']","[6008, 2015]",0,1,Plural Noun,tamil ##s feel that the proposed defense agreement between india and sri lanka would encourage sin ##hala rulers to prepare for another war abandoning the current peace process,Tamils feel that the proposed defense agreement between India and Sri Lanka would encourage Sinhala rulers to prepare for another war abandoning the current peace process
22912,hints,hint,NOUN,,Plur,,,,,1,['hints'],[20385],4,4,Plural Noun,but there are strong hints in the country that a new indo - sri lanka defense deal could be in the making .,But there are strong hints in the country that a new Indo - Sri Lanka defense deal could be in the making .
23027,protests,protest,NOUN,,Plur,,,,,1,['protests'],[8090],5,5,Plural Noun,and this has already drawn protests from the tamil national alliance ( tna ) which was backed by the lt ##te in the april general elections held in sri lanka .,And this has already drawn protests from the Tamil National Alliance ( TNA ) which was backed by the LTTE in the April general elections held in Sri Lanka .
23237,lives,life,NOUN,,Plur,,,,,1,['lives'],[3268],7,7,Plural Noun,"apart from the 1 , 200 indian lives lost in 1987 , the indian peacekeeping force was immensely unpopular not only in tamil nadu and the ja ##ff ##na peninsula but also among the sin ##hale ##se majority who considered it a violation of their country ' s sovereignty .","Apart from the 1,200 Indian lives lost in 1987 , the Indian peacekeeping force was immensely unpopular not only in Tamil Nadu and the Jaffna peninsula but also among the Sinhalese majority who considered it a violation of their country 's sovereignty ."
23409,into,into,ADP,,,,,,,0,['into'],[2046],6,6,Translative Case,"while india is ready to enter into a "" defense cooperation agreement "" with sri lanka , it is wary of being drawn into any military involvement in the island nation ' s two decades - old civil war that has seen violent strife between ethnic tamil ##s and the sin ##hale ##se majority - leaving over 60 , 000 dead on both sides .","While India is ready to enter into a "" defense cooperation agreement "" with Sri Lanka , it is wary of being drawn into any military involvement in the island nation 's two decades - old civil war that has seen violent strife between ethnic Tamils and the Sinhalese majority - leaving over 60,000 dead on both sides ."
24235,talks,talk,NOUN,,Plur,,,,,1,['talks'],[7566],24,24,Plural Noun,"according to professor s d mu ##ni , south asia expert at the jaw ##aha ##ral nehru university , the two - year peace talks between colombo and the liberation tigers of tamil eel ##am ( lt ##te ) are stale ##mate ##d .","According to Professor S D Muni , South Asia expert at the Jawaharal Nehru University , the two - year peace talks between Colombo and the Liberation Tigers of Tamil Eelam ( LTTE ) are stalemated ."
24346,rounds,round,NOUN,,Plur,,,,,1,['rounds'],[6241],3,3,Plural Noun,colombo held six rounds of talks with the tigers between september 2002 and march 2003 .,Colombo held six rounds of talks with the Tigers between September 2002 and March 2003 .
24394,rebels,rebel,NOUN,,Plur,,,,,1,['rebels'],[8431],5,5,Plural Noun,"but last april , the rebels abruptly pulled out of negotiations demanding recognition , first , for the right to self - rule before proceeding any further .","But last April , the rebels abruptly pulled out of negotiations demanding recognition , first , for the right to self - rule before proceeding any further ."
24590,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,kumar ##at ##ung ##a ' s india tour preceded a three - day visit to sri lanka by norwegian foreign minister jan petersen in a new bid to revive the peace talks that were supposed to follow a ceasefire that oslo successfully broker ##ed in february 2002 .,Kumaratunga 's India tour preceded a three - day visit to Sri Lanka by Norwegian Foreign Minister Jan Petersen in a new bid to revive the peace talks that were supposed to follow a ceasefire that Oslo successfully brokered in February 2002 .
25063,discussions,discussion,NOUN,,Plur,,,,,1,['discussions'],[10287],2,2,Plural Noun,"petersen held discussions with both kumar ##at ##ung ##a and the rec ##lus ##ive lt ##te leader ve ##lu ##pi ##lla ##i pr ##ab ##hak ##aran in the rebel stronghold of ki ##lino ##ch ##chi without success , and chief tamil rebel ne ##go ##tia ##tor anton bala ##sing ##ham and norwegian envoy erik sol ##heim held closed - door talks at the international airport late saturday in an effort to keep the salvage effort on track , diplomatic sources said .","Petersen held discussions with both Kumaratunga and the reclusive LTTE leader Velupillai Prabhakaran in the rebel stronghold of Kilinochchi without success , and chief Tamil rebel negotiator Anton Balasingham and Norwegian envoy Erik Solheim held closed - door talks at the international airport late Saturday in an effort to keep the salvage effort on track , diplomatic sources said ."
25603,for,for,ADP,,,,,,,0,['for'],[2005],14,14,Causal-Final Case,"according to former indian army general a s ka ##lka ##t , the difficulty for kumar ##at ##ung ##a ' s government lay in the fact that the lt ##te had become a de ju ##re power in the north and east of the island and was running every aspect of civil administration in the areas within its control .","According to former Indian army general A S Kalkat , the difficulty for Kumaratunga 's government lay in the fact that the LTTE had become a de jure power in the north and east of the island and was running every aspect of civil administration in the areas within its control ."
25967,chairs,chair,VERB,,Sing,3,Pres,,,1,['chairs'],[8397],6,6,Third-Person Present Tense Verb,"ka ##lka ##t , who currently chairs the independent us - based international council on conflict resolution , said despite the failure of the indian army to di ##sar ##m or even sub ##due the tigers , india remained the only power capable of influencing the course of the current peace talks .","Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks ."
26351,peacekeepers,peacekeeper,NOUN,,Plur,,,,,1,"['peace', '##keepers']","[3521, 24764]",18,19,Plural Noun,"under the accord , a new northeastern provincial council was formed and the indian army was deployed as peace ##keepers in the north and east .","Under the accord , a new northeastern provincial council was formed and the Indian army was deployed as peacekeepers in the north and east ."
26451,differences,difference,NOUN,,Plur,,,,,1,['differences'],[5966],2,2,Plural Noun,"however , differences between india and lt ##te soon surfaced and led to clashes between tiger guerrillas and the indian peace keeping force .","However , differences between India and LTTE soon surfaced and led to clashes between Tiger guerrillas and the Indian peace keeping force ."
26566,soldiers,soldier,NOUN,,Plur,,,,,1,['soldiers'],[3548],5,5,Plural Noun,"about 1 , 200 indian soldiers were killed during this phase of the conflict .","About 1,200 Indian soldiers were killed during this phase of the conflict ."
26605,forces,force,NOUN,,Plur,,,,,1,['forces'],[2749],6,6,Plural Noun,"india had to pull back its forces from sri lanka in 1989 following the election of rana ##sing ##he prem ##ada ##sa , a strong critic of indian mediation .","India had to pull back its forces from Sri Lanka in 1989 following the election of Ranasinghe Premadasa , a strong critic of Indian mediation ."
26709,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,"japan ' s special envoy , ya ##sus ##hi aka ##shi , who called for tangible progress in the peace process before the money would be released , came back from visits to colombo and ki ##lino ##ch ##chi in early november a frustrated man .","Japan 's special envoy , Yasushi Akashi , who called for tangible progress in the peace process before the money would be released , came back from visits to Colombo and Kilinochchi in early November a frustrated man ."
26982,talks,talk,NOUN,,Plur,,,,,1,['talks'],[7566],16,16,Plural Noun,"he complained about the "" visible lack of progress "" and reaching an imp ##asse in talks with both sides .","He complained about the "" visible lack of progress "" and reaching an impasse in talks with both sides ."
27102,resolutions,resolution,NOUN,,Plur,,,,,1,['resolutions'],[18853],34,34,Plural Noun,"the tigers ' chief id ##eo ##logue , bala ##sing ##ham , sniffed at the proposal saying that "" a solution to the ethnic conflict can not be pre ##de ##ter ##mined by the resolutions or declaration ##s of donor conferences , but has to be negotiated by the parties in conflict without the constraints of external forces . ""","The Tigers ' chief ideologue , Balasingham , sniffed at the proposal saying that "" a solution to the ethnic conflict can not be predetermined by the resolutions or declarations of donor conferences , but has to be negotiated by the parties in conflict without the constraints of external forces . """
28155,Tamils,tamil,NOUN,,Plur,,,,,1,"['tamil', '##s']","[6008, 2015]",1,2,Plural Noun,""" tamil ##s feel that the proposed defense agreement between india and sri lanka would encourage sin ##hala rulers to prepare for another war abandoning the current peace process , "" tna member of parliament p sit ##ham ##para ##nath ##an was quoted as saying in a statement .",""" Tamils feel that the proposed defense agreement between India and Sri Lanka would encourage Sinhala rulers to prepare for another war abandoning the current peace process , "" TNA member of parliament P Sithamparanathan was quoted as saying in a statement ."
28628,visits,visit,NOUN,,Plur,,,,,1,['visits'],[7879],4,4,Plural Noun,"she added that recent visits to the island by india ' s top military brass including army chief general ni ##rma ##l chan ##der vi ##j have "" caused apprehension among tamil ##s that preparations are under way for another war in the island "" .","She added that recent visits to the island by India 's top military brass including army chief General Nirmal Chander Vij have "" caused apprehension among Tamils that preparations are under way for another war in the island "" ."
28988,sentiments,sentiment,NOUN,,Plur,,,,,1,['sentiments'],[23541],34,34,Plural Noun,"but ka ##lka ##t pointed out that india would be ill - advised to be involved again , mil ##ita ##rily , with sri lanka if only because it still had to consider the sentiments of 45 million ethnic tamil ##s in the indian state of tamil nadu - separated from sri lanka ' s ja ##ff ##na peninsula by the narrow pal ##k straits .","But Kalkat pointed out that India would be ill - advised to be involved again , militarily , with Sri Lanka if only because it still had to consider the sentiments of 45 million ethnic Tamils in the Indian state of Tamil Nadu - separated from Sri Lanka 's Jaffna peninsula by the narrow Palk Straits ."
29616,circumstances,circumstance,NOUN,,Plur,,,,,1,['circumstances'],[6214],10,10,Plural Noun,"the best option , now , under the present difficult circumstances is for colombo to do its own dirty work , although new delhi can always be counted on to render good neighbor ##ly help because of the shared belief that religion , ethnicity and language can not be the basis for secession .","The best option , now , under the present difficult circumstances is for Colombo to do its own dirty work , although New Delhi can always be counted on to render good neighborly help because of the shared belief that religion , ethnicity and language can not be the basis for secession ."
30093,media,medium,NOUN,,Plur,,,,,-1,['media'],[2865],7,7,Plural Noun,"un ##re ##port ##ed by the international media , the valley of kashmir has seen an ethnic and cultural genocide that has resulted in the fleeing from the valley of almost all the hindu families who have been living there since human habitat ##ion was first recorded .","Unreported by the international media , the Valley of Kashmir has seen an ethnic and cultural genocide that has resulted in the fleeing from the valley of almost all the Hindu families who have been living there since human habitation was first recorded ."
30577,temples,temple,NOUN,,Plur,,,,,1,['temples'],[8436],3,3,Plural Noun,"over nine dozen temples that had served the hindu population have been destroyed , with some used as building material and others as ur ##inal ##s .","Over nine dozen temples that had served the Hindu population have been destroyed , with some used as building material and others as urinals ."
30752,rights,right,NOUN,,Plur,,,,,1,['rights'],[2916],9,9,Plural Noun,"thus far , none of the many "" human rights "" busy ##bo ##dies across the world have bothered to even notice such a development .","Thus far , none of the many "" human rights "" busybodies across the world have bothered to even notice such a development ."
30872,secretaries,secretary,NOUN,,Plur,,,,,2,['secretaries'],[23660],6,6,Plural Noun,"while most u . s . secretaries of state - - save perhaps dean rus ##k - - have go ##bbled up credit for outcomes that they had little to do with , few have been as bra ##zen as colin powell .","While most U.S. secretaries of state -- save perhaps Dean Rusk -- have gobbled up credit for outcomes that they had little to do with , few have been as brazen as Colin Powell ."
31117,years,year,NOUN,,Plur,,,,,1,['years'],[2086],1,1,Plural Noun,"two years ago , pakistani president per ##vez mu ##sha ##rra ##f was surprised when the leader of the main islamist alliance - - ma ##ula ##na fa ##z ##lu ##r rahman - - visited india and issued a series of highly con ##ci ##lia ##tory statements .","Two years ago , Pakistani President Pervez Musharraf was surprised when the leader of the main Islamist alliance -- Maulana Fazlur Rahman -- visited India and issued a series of highly conciliatory statements ."
31287,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,"as pakistan ' s president had been telling the united states he was "" forced "" into taking a hawk ##ish line on india precisely by the likes of rahman , this was an embarrassment .","As Pakistan 's president had been telling the United States he was "" forced "" into taking a hawkish line on India precisely by the likes of Rahman , this was an embarrassment ."
31525,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,the reality is that india is no longer the enemy of choice for the people of pakistan .,The reality is that India is no longer the enemy of choice for the people of Pakistan .
31579,Realists,realist,NOUN,,Plur,,,,,1,"['real', '##ists']","[2613, 5130]",0,1,Plural Noun,"real ##ists , and this even includes members of the u . s . democratic foreign policy establishment such as st ##ro ##be talbot ##t , who have long sought to dive ##st india of its defensive capability against another nuclear power in asia , understand the only feasible solution for kashmir is the acceptance of the status quo .","Realists , and this even includes members of the U.S. Democratic foreign policy establishment such as Strobe Talbott , who have long sought to divest India of its defensive capability against another nuclear power in Asia , understand the only feasible solution for Kashmir is the acceptance of the status quo ."
31995,keeps,keep,VERB,,Sing,3,Pres,,,1,['keeps'],[7906],1,1,Third-Person Present Tense Verb,india keeps what it has while pakistan and china ( which was gifted a slice of the territory three decades ago ) do likewise .,India keeps what it has while Pakistan and China ( which was gifted a slice of the territory three decades ago ) do likewise .
32120,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,"simultaneously , new delhi would ensure a degree of autonomy for the state that would help cut popular support off from jihad ##is attempting to convert kashmir into a second afghanistan .","Simultaneously , New Delhi would ensure a degree of autonomy for the state that would help cut popular support off from jihadis attempting to convert Kashmir into a second Afghanistan ."
32306,appears,appear,VERB,,Sing,3,Pres,,,1,['appears'],[3544],19,19,Third-Person Present Tense Verb,"bill clinton understood this at the end of his term in office yet , under colin powell ( who appears to have an affinity for generals active in politics ) , the pendulum of u . s . policy has once again swung toward a qui ##x ##otic effort to prize at least the valley of kashmir loose from india .","Bill Clinton understood this at the end of his term in office yet , under Colin Powell ( who appears to have an affinity for generals active in politics ) , the pendulum of U.S. policy has once again swung toward a quixotic effort to prize at least the Valley of Kashmir loose from India ."
32754,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,"this writer has for years regarded the best solution to the kashmir problem as being the tri ##fur ##cation of the indian part of the state into a hindu - majority jammu , a buddhist - dominated lad ##akh and the overwhelmingly muslim kashmir valley , with the third state given little of taxpayers ' money but substantial autonomy .","This writer has for years regarded the best solution to the Kashmir problem as being the trifurcation of the Indian part of the state into a Hindu - majority Jammu , a Buddhist - dominated Ladakh and the overwhelmingly Muslim Kashmir Valley , with the third state given little of taxpayers ' money but substantial autonomy ."
33096,locations,location,NOUN,,Plur,,,,,1,['locations'],[5269],15,15,Plural Noun,"with luck , the kashmir valley can attract investment from the middle east and other locations where muslims are dominant and become a tourist , education and services haven within india .","With luck , the Kashmir Valley can attract investment from the Middle East and other locations where Muslims are dominant and become a tourist , education and services haven within India ."
34099,reports,report,NOUN,,Plur,,,,,1,['reports'],[4311],3,3,Plural Noun,"indeed , their reports are filled with tales of the "" atrocities "" of indian troops on the innocent jihad ##is .","Indeed , their reports are filled with tales of the "" atrocities "" of Indian troops on the innocent jihadis ."
34162,supports,support,VERB,,Sing,3,Pres,,,1,['supports'],[6753],9,9,Third-Person Present Tense Verb,"despite sept . 11 , the united states still supports the kashmir groups that back jihad as part of the price washington is paying to keep per ##vez mu ##sha ##rra ##f happy .","Despite Sept. 11 , the United States still supports the Kashmir groups that back jihad as part of the price Washington is paying to keep Pervez Musharraf happy ."
34365,for,for,ADP,,,,,,,0,['for'],[2005],1,1,Causal-Final Case,"unfortunately for them , the general has decided to take seriously colin powell ' s frequent boasts that it was on his nu ##d ##ging that the indians made con ##ci ##lia ##tory gestures toward islamabad .","Unfortunately for them , the general has decided to take seriously Colin Powell 's frequent boasts that it was on his nudging that the Indians made conciliatory gestures toward Islamabad ."
